Protein	Family,,Description
Q8PIR2	PIRSF037884,,aspA-like microbial serine protease
Q8PIR5	N/A,,N/A
Q8PIV6	N/A,,N/A
Q8PJ00	PIRSF001194,,neprilysin-like metallopeptidase
Q8PJ02	N/A,,N/A
Q8PJ03	N/A,,N/A
Q8PJ43	PIRSF000230,,[NiFe]-hydrogenase-3-type complex, large subunit/NADH:quinone oxidoreductase (complex I), 49K/NdhH/NuoD subunit;;PIRSF500036,,NADH:quinone oxidoreductase (complex I), subunit 49kD/NdhH/NuoD [Parent=PIRSF000230]
Q8PJH6	N/A,,N/A
Q8PJT7	N/A,,N/A
Q8PJW6	PIRSF029063,,type IV secretory pathway, VirJ component
Q8PKC0	N/A,,N/A
Q8PKC8	N/A,,N/A
Q8PKH6	N/A,,N/A
Q8PKI7	N/A,,N/A
Q8PKL5	N/A,,N/A
Q8PKQ1	N/A,,N/A
Q8PKW6	N/A,,N/A
Q8PKZ3	N/A,,N/A
Q8PL31	PIRSF002961,,flagellin
Q8PL68	PIRSF036637,,sensor diguanylate cyclase/c-di-GMP phosphodiesterase with MHYT sensor domain
Q8PLM3	PIRSF031741,,GalD-like beta-galactosidase,
Q8PLW4	N/A,,N/A
Q8PLW8	N/A,,N/A
Q8PM69	N/A,,N/A
Q8PMD8	N/A,,N/A
Q8PMI4	PIRSF027959,,transcriptional regulator, MarR type
Q8PMM9	N/A,,N/A
Q8PMV4	PIRSF004945,,serine proteinase, DO type
Q8PNB1	N/A,,N/A
Q8PNI0	N/A,,N/A
Q8PNI3	N/A,,N/A
Q8PNK9	PIRSF000107,,3-isopropylmalate dehydrogenase;;PIRSF500542,,isocitrate dehydrogenase (NAD) [Parent=PIRSF000107]
Q8PNP1	N/A,,N/A
Q8PNS2	N/A,,N/A
Q8PNS3	PIRSF002159,,ribosomal protein L4, bacteria type
Q8PNS9	N/A,,N/A
Q8PNT1	N/A,,N/A
Q8PNT4	PIRSF002179,,ribosomal protein, L11p/L11a/L12e/organellar L11 types;;PIRSF500072,,ribosomal protein L11 [Parent=PIRSF002179]
Q8PNY2	PIRSF000238,,alkyl hydroperoxide reductase, subunit F
Q8PP38	PIRSF000334,,alkanal monooxygenase [FMN-linked] (bacterial luciferase)
Q8PP39	N/A,,N/A
Q8PP73	PIRSF038256,,
Q8PP84	PIRSF001109,,adenosylhomocysteine hydrolase, SAHH type
Q8PPR3	PIRSF001438,,porphobilinogen deaminase
Q8PPT4	N/A,,N/A
Q8PPZ1	PIRSF003112,,chaperonin GroEL
Q8PQ14	N/A,,N/A
Q8PQ24	N/A,,N/A
Q8PQ68	PIRSF006542,,[NiFe]-hydrogenase-3-type complex, large membrane subunit
Q8PQ72	N/A,,N/A
Q8PQN1	N/A,,N/A
Q8PQN2	N/A,,N/A
Q8PQQ4	N/A,,N/A
Q8PR77	N/A,,N/A
Q8PRE0	N/A,,N/A
Q8PS33	N/A,,N/A
Q8PT38	N/A,,N/A
Q8PTF7	N/A,,N/A
Q8PTP5	N/A,,N/A
Q8PTU7	N/A,,N/A
Q8PU20	PIRSF005053,,RNA polymerase, subunit F
Q8PUB6	PIRSF001511,,type II topoisomerase, subunit B
Q8PUQ8	PIRSF000748,,DNA-directed RNA polymerase, subunit H
Q8PUQ9	PIRSF029240,,DNA-directed RNA polymerase chain B''
Q8PUV5	N/A,,N/A
Q8PV69	N/A,,N/A
Q8PVK0	PIRSF006588,,tyrosine tRNA ligase, archaeal/eukaryotic types
Q8PX75	PIRSF003055,,peptide chain release factor, subunit 1
Q8PXA9	N/A,,N/A
Q8PXT3	N/A,,N/A
Q8PXU9	N/A,,N/A
Q8PXV7	PIRSF006557,,signal transduction protein, MJ0405 type
Q8PZB5	N/A,,N/A
Q8Q0G7	N/A,,N/A
Q8Q0G9	PIRSF004685,,cation efflux protein
Q8Q0P3	PIRSF006432,,probable cobyric acid synthase
Q8R6T1	N/A,,N/A
Q8R783	PIRSF006060,,amino acid transporter
Q8R7V8	PIRSF002144,,ribosomal protein, S19p/S19a/S15e/organellar S19 types
Q8R8L6	PIRSF002759,,inner membrane protein MalK
Q8R8Q1	PIRSF007231,,uncharacterized conserved protein
Q8R910	PIRSF002739,,phosphocarrier protein
Q8R964	PIRSF000149,,glyceraldehyde-3-phosphate dehydrogenase
Q8R967	PIRSF001400,,enolase
Q8R9D4	PIRSF002868,,response regulator, NarL type
Q8R9G5	PIRSF003282,,rod shape-determining protein
Q8R9S4	N/A,,N/A
Q8RAC9	N/A,,N/A
Q8RAH3	PIRSF037258,,uncharacterized conserved protein
Q8RAR7	PIRSF005875,,hypothetical protein MG332
Q8RB35	N/A,,N/A
Q8RB43	PIRSF000853,,pyruvate, phosphate dikinase
Q8RBD0	N/A,,N/A
Q8RBD2	PIRSF000216,,NADH dehydrogenase [ubiquinone] (complex I), flavoprotein 2/NADH:quinone oxidoreductase (complex I), NuoE subunit
Q8RBE3	N/A,,N/A
Q8RBV3	N/A,,N/A
Q8RCJ1	N/A,,N/A
Q8RCZ5	N/A,,N/A
Q8RD14	N/A,,N/A
Q8RDJ3	PIRSF001297,,Na(+)/K(+)-transporting ATPase alpha chain
Q8RDL1	PIRSF001077,,lysosomal alpha-glucosidase
Q8TSY2	N/A,,N/A
Q8TZX0	PIRSF005217,,uncharacterized conserved protein MJ1095
Q8VKS0	N/A,,N/A
Q8VKS5	PIRSF002798,,penicillin-binding protein 1A
Q8VQA0	PIRSF000668,,serine/threonine-protein kinase YloP
Q8VSB2	N/A,,N/A
Q8VSC3	N/A,,N/A
Q8X3W8	PIRSF001526,,alanyl-tRNA ligase
Q8X405	N/A,,N/A
Q8X492	N/A,,N/A
Q8X4E2	N/A,,N/A
Q8X4K9	PIRSF003274,,citrate utilization determinant
Q8X4P8	PIRSF001394,,iron-dependent fumarate hydratase
Q8X4T7	N/A,,N/A
Q8X4V5	PIRSF038089,,glutamate-1-semialdehyde 2,1-aminomutase
Q8X505	N/A,,N/A
Q8X5C4	N/A,,N/A
Q8X5E9	N/A,,N/A
Q8X5H9	N/A,,N/A
Q8X5N5	PIRSF030840,,heme iron utilization protein
Q8X5V1	PIRSF000515,,aspartate aminotransferase/aromatic aminotransferase, tatA type
Q8X5V5	N/A,,N/A
Q8X5Z8	PIRSF000381,,cobalamin-dependent methionine synthase
Q8X600	N/A,,N/A
Q8X611	PIRSF000414,,bifunctional purine biosynthesis protein, PurH type
Q8X6M8	PIRSF001211,,insulin-degrading enzyme (IDE)/zinc protease
Q8X6S3	PIRSF034446,,PIRSF034446
Q8X6Z6	PIRSF018961,,rhomroid-related AarA protein
Q8X722	PIRSF000107,,3-isopropylmalate dehydrogenase;;PIRSF500541,,isocitrate dehydrogenase (NADP) [Parent=PIRSF000107]
Q8X733	PIRSF006294,,phosphoenolpyruvate carboxykinase [ATP]
Q8X737	PIRSF001395,,fumarate hydratase
Q8X743	PIRSF001347,,phosphoenolpyruvate carboxylase
Q8X7C5	PIRSF006048,,DNA topoisomerase I
Q8X7C9	PIRSF037511,,translation initiation factor 1, prokaryotic type
Q8X7F2	N/A,,N/A
Q8X7H3	N/A,,N/A
Q8X7H4	PIRSF009264,,D-tagatose-bisphosphate aldolase class II accessory protein Z
Q8X7L9	PIRSF037051,,tyrosine-protein kinase
Q8X7M9	N/A,,N/A
Q8X7N4	PIRSF000151,,gamma-glutamyl phosphate reductase
Q8X7N8	PIRSF016599,,aminoacyl-histidine dipeptidase
Q8X7P7	N/A,,N/A
Q8X7T4	N/A,,N/A
Q8X7V5	N/A,,N/A
Q8X7X0	N/A,,N/A
Q8X825	PIRSF001619,,biotin synthetase
Q8X8G1	PIRSF005543,,carbonic anhydrase
Q8X8G9	N/A,,N/A
Q8X8H0	PIRSF005035,,GTP-binding protein, EngB type;;PIRSF500481,,GTP-binding protein EngB, bacterial type [Parent=PIRSF005035]
Q8X8I5	N/A,,N/A
Q8X8J5	N/A,,N/A
Q8X8L3	PIRSF006362,,purine-nucleoside phosphorylase pnp
Q8X8T9	N/A,,N/A
Q8X8W2	N/A,,N/A
Q8X8Y7	PIRSF000455,,2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
Q8X8Z9	PIRSF002759,,inner membrane protein MalK
Q8X902	PIRSF006160,,S-ribosylhomocysteine lyase
Q8X903	PIRSF002799,,penicillin-binding protein 1B
Q8X966	PIRSF000433,,pyruvate dehydrogenase complex, dihydrolipoyllysine-residue acetyltransferase component
Q8X984	PIRSF000235,,GMP reductase
Q8X996	PIRSF002824,,preprotein translocase, SecA subunit
Q8X9B0	N/A,,N/A
Q8X9L1	PIRSF000499,,dihydropteroate synthase
Q8X9T7	N/A,,N/A
Q8X9V2	N/A,,N/A
Q8XA02	PIRSF037696,,ABC-type uncharacterized transport system, periplasmic component, YbaE type
Q8XA55	PIRSF000412,,serine/glycine hydroxymethyltransferase
Q8XAA8	N/A,,N/A
Q8XAC5	PIRSF001572,,phosphoribosylformylglycinamidine cyclo-ligase
Q8XAQ4	N/A,,N/A
Q8XAT3	N/A,,N/A
Q8XAT4	N/A,,N/A
Q8XB28	PIRSF003337,,DNA repair protein sms
Q8XB34	PIRSF001386,,tryptophanase
Q8XB62	N/A,,N/A
Q8XBF4	PIRSF036684,,malic enzyme with phosphate acetyl/butaryl transferase domain
Q8XBJ9	N/A,,N/A
Q8XBR3	N/A,,N/A
Q8XBV3	N/A,,N/A
Q8XC28	PIRSF037051,,tyrosine-protein kinase
Q8XC76	N/A,,N/A
Q8XC86	N/A,,N/A
Q8XCA9	N/A,,N/A
Q8XCD0	PIRSF004689,,translation initiation inhibitor, TdcF type
Q8XCF9	PIRSF000876,,chemotaxis response regulator methylesterase, CheB type
Q8XCG0	PIRSF002884,,chemotaxis phosphatase CheZ
Q8XCI5	N/A,,N/A
Q8XCU8	PIRSF006107,,phosphate acetyltransferase, Proteobacteria type
Q8XCV0	N/A,,N/A
Q8XCW5	PIRSF004664,,transferases /transferring nitrogenous groups /transaminases
Q8XD03	PIRSF000724,,phosphoglycerate kinase
Q8XD33	PIRSF037157,,glycine dehydrogenase
Q8XD88	PIRSF000736,,guanylate kinase
Q8XDD5	PIRSF005749,,ADP-heptose-LPS heptosyltransferase II
Q8XDE7	PIRSF001364,,2-dehydro-3-deoxyphosphooctonate aldolase
Q8XDE9	PIRSF001492,,cofactor-independent phosphoglycerate mutase
Q8XDF3	PIRSF000515,,aspartate aminotransferase/aromatic aminotransferase, tatA type
Q8XDF5	N/A,,N/A
Q8XDF6	PIRSF029256,,S-adenosyl-L-methionine dependent tRNA/rRNA methyltransferase, SpoU type
Q8XDG0	PIRSF005246,,chromosome partition protein MukB
Q8XDL9	PIRSF002883,,virulence-associated protein VacB homolog
Q8XDP3	PIRSF005612,,trimethylamine-N-oxide reductase
Q8XDR9	PIRSF010259,,FxsA protein (suppressor of F plasmid exclusion of phage T7)
Q8XDS0	PIRSF001395,,fumarate hydratase
Q8XDW4	PIRSF029033,,periplasmic protein
Q8XDW9	PIRSF000185,,glutamate dehydrogenase
Q8XE27	PIRSF001520,,threonine-tRNA ligase
Q8XE60	N/A,,N/A
Q8XE67	N/A,,N/A
Q8XE69	PIRSF002203,,ribosomal protein L25p
Q8XEA7	PIRSF000525,,phosphoserine aminotransferase
Q8XEB4	PIRSF000379,,formate acetyltransferase
Q8XEG2	PIRSF000520,,glutamine-fructose-6-phosphate aminotransferase (isomerizing)
Q8Y3P9	PIRSF038928,,monofunctional catalase, clades 1 and 3 type
Q8Y3T4	PIRSF001529,,serine-tRNA ligase
Q8Y3Z5	PIRSF006469,,phosphotransferase system enzyme II cellobiose-specific factor IIB
Q8Y421	PIRSF003013,,translation elongation factor G
Q8Y422	PIRSF003007,,translation elongation factor Tu
Q8Y423	N/A,,N/A
Q8Y424	PIRSF000687,,PTS system, mannitol-specific EIIA component
Q8Y436	N/A,,N/A
Q8Y444	PIRSF002162,,ribosomal protein, L6p/L6a/L9e/organellar L9 types
Q8Y459	PIRSF002127,,ribosomal protein, S9p/S9a/S16e/organellar S9 types;;PIRSF500016,,ribosomal protein S9p/S9a types [Parent=PIRSF002127]
Q8Y495	PIRSF001575,,CTP synthase
Q8Y498	PIRSF001359,,fructose-bisphosphate aldolase II
Q8Y4B2	PIRSF000412,,serine/glycine hydroxymethyltransferase
Q8Y4B3	PIRSF000481,,uracil phosphoribosyltransferase upp
Q8Y4C0	PIRSF039088,,ATP synthase subunit alpha
Q8Y4C6	PIRSF005959,,(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase
Q8Y4F0	PIRSF003107,,phosphate transport system protein PhoU
Q8Y4F3	N/A,,N/A
Q8Y4F7	PIRSF012569,,uncharacterized conserved protein
Q8Y4H0	PIRSF017368,,hypothetical protein, Streptomyces coelicolor SCC54.10c type
Q8Y4I1	PIRSF000149,,glyceraldehyde-3-phosphate dehydrogenase
Q8Y4I2	PIRSF000724,,phosphoglycerate kinase
Q8Y4I4	PIRSF001492,,cofactor-independent phosphoglycerate mutase
Q8Y4L1	PIRSF000153,,arsenate reductase
Q8Y4L6	N/A,,N/A
Q8Y4M2	N/A,,N/A
Q8Y4M3	PIRSF005847,,iron-sulfur cluster assembly protein, SufB/SufD type;;PIRSF500361,,iron-sulfur cluster assembly protein SufD [Parent=PIRSF005847]
Q8Y4P6	PIRSF000237,,NADH dehydrogenase
Q8Y4R1	PIRSF006469,,phosphotransferase system enzyme II cellobiose-specific factor IIB
Q8Y4R7	PIRSF001482,,glucose-6-phosphate isomerase
Q8Y4U6	N/A,,N/A
Q8Y4V1	PIRSF006482,,probable transcription repressor YowR
Q8Y4V6	N/A,,N/A
Q8Y560	N/A,,N/A
Q8Y563	N/A,,N/A
Q8Y568	PIRSF004544,,phosphoglycolate phosphatase
Q8Y5E6	PIRSF005849,,phosphomannomutase
Q8Y5F0	N/A,,N/A
Q8Y5G0	PIRSF000428,,phosphate acetyltransferase
Q8Y5H3	PIRSF006015,,esterase
Q8Y5M1	PIRSF001562,,UDP-N-acetylmuramate-alanine ligase
Q8Y5N6	PIRSF037847,,transcription repressor
Q8Y5N7	N/A,,N/A
Q8Y5N8	PIRSF001524,,isoleucine-tRNA ligase
Q8Y5Q9	PIRSF037248,,PTS system fructose-specific EIIA component
Q8Y5T8	PIRSF026508,,toxic anion resistance protein, TelA type
Q8Y5T9	PIRSF031554,,uncharacterized conserved protein
Q8Y5V0	N/A,,N/A
Q8Y5V8	N/A,,N/A
Q8Y5W6	PIRSF005881,,cytidylate kinase cmk
Q8Y5W7	N/A,,N/A
Q8Y5W8	PIRSF006485,,GTP-binding protein EngA
Q8Y5X4	PIRSF000735,,nucleoside diphosphate kinase
Q8Y606	PIRSF004664,,transferases /transferring nitrogenous groups /transaminases
Q8Y614	PIRSF029938,,uncharacterized conserved protein
Q8Y629	N/A,,N/A
Q8Y633	PIRSF000853,,pyruvate, phosphate dikinase
Q8Y642	PIRSF004908,,GFO/IDH/MocA oxidoreductases
Q8Y679	PIRSF000668,,serine/threonine-protein kinase YloP
Q8Y680	N/A,,N/A
Q8Y683	PIRSF004804,,hypothetical protein, Mycoplasma genitalium MG369 type
Q8Y692	PIRSF005719,,structural maintenance of chromosomes protein
Q8Y6C9	PIRSF001312,,helicase II
Q8Y6D0	PIRSF001604,,DNA ligase (NAD), LigA type
Q8Y6E2	N/A,,N/A
Q8Y6E4	N/A,,N/A
Q8Y6E6	N/A,,N/A
Q8Y6J3	PIRSF001270,,dUTP nucleotidohydrolase
Q8Y6J6	N/A,,N/A
Q8Y6J7	PIRSF028345,,uncharacterized conserved protein
Q8Y6K1	N/A,,N/A
Q8Y6K9	PIRSF004983,,2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenD
Q8Y6L1	PIRSF001407,,AU-specific RNA-binding protein AUH
Q8Y6M7	N/A,,N/A
Q8Y6N7	PIRSF015813,,1-acyl-sn-glycerol-3-phosphate acyltransferase
Q8Y6P8	N/A,,N/A
Q8Y6Q0	PIRSF000111,,bifunctional aldehyde/alcohol dehydrogenase
Q8Y6R4	PIRSF005531,,peptidase V
Q8Y6S6	N/A,,N/A
Q8Y6S8	PIRSF001562,,UDP-N-acetylmuramate-alanine ligase
Q8Y6T2	PIRSF036368,,bifunctional chorismate mutase/3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase
Q8Y6V0	PIRSF000722,,acetate/propionate kinase
Q8Y6V1	PIRSF006276,,universal stress protein A
Q8Y6W0	PIRSF000532,,ATP-dependent phosphofructokinase, prokaryotic type
Q8Y6W1	PIRSF000678,,pyruvate kinase;;PIRSF500293,,pyruvate kinase, cytosolic isozyme [Parent=PIRSF000678]
Q8Y6X5	PIRSF001438,,porphobilinogen deaminase
Q8Y6X9	N/A,,N/A
Q8Y6Y3	PIRSF003283,,rod shape-determining protein EnvB
Q8Y6Y9	PIRSF002195,,ribosomal protein L21
Q8Y701	N/A,,N/A
Q8Y731	N/A,,N/A
Q8Y732	N/A,,N/A
Q8Y735	N/A,,N/A
Q8Y741	PIRSF033106,,uncharacterized protein YqeN
Q8Y742	PIRSF003064,,GTP-binding membrane protein LepA
Q8Y766	PIRSF001365,,dihydrodipicolinate synthase
Q8Y786	PIRSF000379,,formate acetyltransferase
Q8Y791	PIRSF004789,,phosphatase/phosphodiesterase, DR1281 type
Q8Y7A5	PIRSF003314,,isopentenyl-diphosphate Delta-isomerase, FMN-dependent
Q8Y7B2	PIRSF000432,,dihydrolipoamide acetyltransferase
Q8Y7D3	PIRSF006759,,glycine dehydrogenase (decarboxylating)
Q8Y7F1	PIRSF005499,,polyribonucleotide nucleotidyltransferase
Q8Y7F6	PIRSF003012,,translation initiation factor IF-2
Q8Y7G7	PIRSF003057,,ribosome releasing factor
Q8Y7H4	PIRSF000418,,transketolase
Q8Y7J7	PIRSF011572,,GTP-sensing transcription pleiotropic repressor CodY
Q8Y7L0	PIRSF003095,,FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
Q8Y7L1	N/A,,N/A
Q8Y7L9	PIRSF000691,,phosphotransferase system sucrose-specific enzyme II, factor II
Q8Y7N6	PIRSF001017,,tRNA nucleotidyltransferase
Q8Y7Q2	PIRSF001545,,phenylalanine-tRNA ligase alpha chain
Q8Y822	PIRSF001585,,GMP synthase (glutamine-hydrolyzing)
Q8Y832	PIRSF006765,,4-diphosphocytidyl-2-methyl-D-erythritol synthase
Q8Y835	PIRSF001459,,UDP-glucose 4-epimerase
Q8Y837	PIRSF000810,,glucose-1-phosphate thymidylytransferase
Q8Y846	PIRSF001594,,pyruvate carboxylase
Q8Y850	N/A,,N/A
Q8Y862	PIRSF000210,,dihydrolipoamide dehydrogenase
Q8Y863	PIRSF000433,,pyruvate dehydrogenase complex, dihydrolipoyllysine-residue acetyltransferase component
Q8Y864	PIRSF000155,,thiamine pyrophosphate dependent dehydrogenase, E1 component, beta subunit
Q8Y8A1	PIRSF000455,,2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
Q8Y8D5	PIRSF000094,,enoyl-[acyl-carrier-protein] reductase (NADH)
Q8Y8E7	PIRSF001483,,glucosamine-6-phosphate isomerase
Q8Y8E9	N/A,,N/A
Q8Y8G1	PIRSF005900,,ferritin-like protein, Dps type
Q8Y8K5	N/A,,N/A
Q8Y8K7	N/A,,N/A
Q8Y8K9	N/A,,N/A
Q8Y8N0	N/A,,N/A
Q8Y8P0	PIRSF001562,,UDP-N-acetylmuramate-alanine ligase
Q8Y8W1	PIRSF000682,,phosphotransferase system mannose-specific enzyme II, factor II-M
Q8Y8Z7	N/A,,N/A
Q8Y904	PIRSF000692,,phosphotransferase system enzyme II sucrose-specific
Q8Y907	N/A,,N/A
Q8Y912	PIRSF031586,,uncharacterized conserved protein
Q8Y915	PIRSF000520,,glutamine-fructose-6-phosphate aminotransferase (isomerizing)
Q8Y966	N/A,,N/A
Q8Y979	N/A,,N/A
Q8Y9C1	PIRSF006516,,acyl carrier protein phosphodiesterase
Q8Y9H0	N/A,,N/A
Q8Y9H5	PIRSF035040,,uncharacterized protein with CBS domain pair, Lmo0553 type
Q8Y9L8	PIRSF000738,,ribose-phosphate pyrophosphokinase catalytic chain
Q8Y9N9	N/A,,N/A
Q8Y9Z6	N/A,,N/A
Q8YA11	PIRSF036653,,fumarate reductase, flavoprotein subunit lacking the flavoprotein C-terminal domain
Q8YA52	N/A,,N/A
Q8YA67	PIRSF004946,,trypsin-like proteinase DegS
Q8YA71	N/A,,N/A
Q8YA96	N/A,,N/A
Q8YAA3	N/A,,N/A
Q8YAA4	PIRSF002155,,ribosomal protein, L1p/L1a/L10e/organellar L1 types
Q8YAB1	PIRSF001536,,cysteine-tRNA ligase
Q8YAC3	PIRSF001405,,cysteine synthase
Q8YAC4	PIRSF005261,,chaperonin, HSP33 type
Q8YAC8	N/A,,N/A
Q8YAD3	PIRSF016912,,bifunctional ribosomal protein L25p/general stress protein CTC
Q8YAD5	PIRSF006441,,stage V sporulation protein SpoVG
Q8YAE0	PIRSF006222,,cellobiose phosphotransferase operon protein, ChbG type
Q8YAF6	N/A,,N/A
Q8YAM0	PIRSF000682,,phosphotransferase system mannose-specific enzyme II, factor II-M
Q8YAM2	PIRSF037247,,PTS system mannose-specific EIIAB component
Q8YAM8	N/A,,N/A
Q8YAN8	N/A,,N/A
Q8YAR2	N/A,,N/A
Q8YAR9	PIRSF002121,,ribosomal protein S6p
Q8YAT6	PIRSF000692,,phosphotransferase system enzyme II sucrose-specific
Q8YAU3	PIRSF037160,,PIRSF037160
Q8YAW1	PIRSF000804,,DNA polymerase III, beta subunit
Q8ZVF7	PIRSF004898,,hypothetical protein MTH699
Q926B4	PIRSF006470,,C4-dicarboxylate binding protein, DctB type
Q927L6	N/A,,N/A
Q927L9	PIRSF002161,,ribosomal protein, L5p/L5a/L11e/organellar L5 types
Q928S1	N/A,,N/A
Q92A74	PIRSF002095,,DNA-binding protein HU, alpha/beta subunits
Q92AU6	PIRSF001121,,aminopeptidase
Q92BP2	N/A,,N/A
Q92C24	PIRSF002138,,ribosomal protein S15
Q92C55	N/A,,N/A
Q92CZ4	PIRSF037727,,uncharacterized conserved protein
Q92D14	PIRSF037356,,uncharacterized conserved protein
Q92EP8	PIRSF029919,,uncharacterized conserved protein
Q92F34	PIRSF005783,,tRNA/rRNA methyltransferase, group 3, TrmH type
Q92F70	PIRSF006441,,stage V sporulation protein SpoVG
Q92K10	N/A,,N/A
Q92K54	N/A,,N/A
Q92KQ7	N/A,,N/A
Q92KY2	PIRSF000148,,aspartate-semialdehyde dehydrogenase
Q92KZ1	N/A,,N/A
Q92LB1	N/A,,N/A
Q92LK7	N/A,,N/A
Q92M12	PIRSF001493,,phosphoglucomutase
Q92M81	PIRSF000149,,glyceraldehyde-3-phosphate dehydrogenase
Q92M99	PIRSF005849,,phosphomannomutase
Q92MD1	N/A,,N/A
Q92MX0	PIRSF004949,,metal-dependent/Li(+)-inhibited phosphomonoesterase;;PIRSF500192,,3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase, CysQ [Parent=PIRSF004949]
Q92NH9	PIRSF005384,,sugar-phosphate isomerase, RpiB/LacA/LacB types
Q92NQ1	N/A,,N/A
Q92P76	N/A,,N/A
Q92PH6	PIRSF003113,,Stress-induced morphoprotein, BolA type
Q92Q54	N/A,,N/A
Q92Q64	N/A,,N/A
Q92Q74	N/A,,N/A
Q92QQ3	PIRSF006046,,cardiolipin synthase
Q92QW9	PIRSF005591,,auxin-induced protein
Q92R51	N/A,,N/A
Q92R63	PIRSF000518,,histidinol-phosphate aminotransferase
Q92S95	PIRSF001434,,cystathionine gamma-synthase
Q92SA9	N/A,,N/A
Q92SE4	N/A,,N/A
Q92SN6	N/A,,N/A
Q92SW4	PIRSF003012,,translation initiation factor IF-2
Q92SY9	PIRSF001329,,indoleacetamide hydrolase
Q92TA3	N/A,,N/A
Q92TB0	PIRSF001409,,imidazoleglycerol-phosphate dehydratase
Q92TC7	N/A,,N/A
Q92TD5	N/A,,N/A
Q92TF2	PIRSF004510,,YdiA protein
Q92TR1	PIRSF000895,,phosphoglycolate phosphatase
Q92U49	N/A,,N/A
Q92UG6	N/A,,N/A
Q92V36	PIRSF000895,,phosphoglycolate phosphatase
Q92V53	N/A,,N/A
Q92W79	N/A,,N/A
Q92WA9	PIRSF024945,,PIRSF024945
Q92XE7	N/A,,N/A
Q92Y59	PIRSF006010,,sarcosine oxidase
Q92ZQ4	PIRSF003112,,chaperonin GroEL
Q92ZS6	PIRSF001365,,dihydrodipicolinate synthase
Q92ZY4	N/A,,N/A
Q930Y6	N/A,,N/A
Q93FE6	PIRSF000734,,adenylate kinase
Q93IG6	N/A,,N/A
Q93J44	N/A,,N/A
Q93KQ6	PIRSF017114,,Yop virulence system, bifunctional kinase/Rho GTPase inactivator YopO
Q93RW6	N/A,,N/A
Q93UM1	PIRSF000094,,enoyl-[acyl-carrier-protein] reductase (NADH)
Q97D25	PIRSF000147,,NAD-dependent aldehyde dehydrogenase
Q97D48	PIRSF002741,,peptide binding protein, MppA type
Q97D91	N/A,,N/A
Q97D94	PIRSF006728,,competence protein CinA
Q97DB0	PIRSF001595,,biotin carboxylase
Q97DB2	N/A,,N/A
Q97DT0	PIRSF000113,,iron-containing alcohol dehydrogenase
Q97EC4	N/A,,N/A
Q97ED5	N/A,,N/A
Q97EG6	PIRSF002155,,ribosomal protein, L1p/L1a/L10e/organellar L1 types
Q97EG8	N/A,,N/A
Q97EG9	N/A,,N/A
Q97EH0	N/A,,N/A
Q97EH3	PIRSF002122,,ribosomal protein, S7p/S7a/S5e/organellar S7 types
Q97EH4	PIRSF003013,,translation elongation factor G
Q97EH5	PIRSF003007,,translation elongation factor Tu
Q97EI1	PIRSF002158,,ribosomal protein, L2p/L2a/L8e/organellar L2 types
Q97EK6	PIRSF000752,,DNA-directed RNA polymerase, alpha subunit
Q97EM3	PIRSF000732,,phosphoenolpyruvate-protein phosphotransferase
Q97ES0	PIRSF001524,,isoleucine-tRNA ligase
Q97EU4	N/A,,N/A
Q97EX5	N/A,,N/A
Q97F13	PIRSF006160,,S-ribosylhomocysteine lyase
Q97F85	PIRSF000497,,methionine adenosyltransferase
Q97FM8	PIRSF000130,,inosine-5'-monophosphate dehydrogenase
Q97FP8	PIRSF001482,,glucose-6-phosphate isomerase
Q97FT7	PIRSF002586,,ATP-dependent protease ATP-binding subunit;;PIRSF500087,,ATP-dependent Clp protease ATP-binding subunit ClpX [Parent=PIRSF002586]
Q97GJ9	N/A,,N/A
Q97GK5	N/A,,N/A
Q97GM9	N/A,,N/A
Q97GN4	PIRSF001459,,UDP-glucose 4-epimerase
Q97GY6	PIRSF000159,,pyruvate-flavodoxin oxidoreductase
Q97HY8	N/A,,N/A
Q97I34	PIRSF002739,,phosphocarrier protein
Q97I38	N/A,,N/A
Q97I46	PIRSF002138,,ribosomal protein S15
Q97I51	PIRSF003012,,translation initiation factor IF-2
Q97IG3	PIRSF001526,,alanyl-tRNA ligase
Q97IQ1	PIRSF000106,,malic enzyme
Q97IR8	PIRSF000906,,fructose-1,6-bisphosphatase, Bacillus type
Q97J91	PIRSF000414,,bifunctional purine biosynthesis protein, PurH type
Q97JL7	PIRSF002195,,ribosomal protein L21
Q97JN1	PIRSF003283,,rod shape-determining protein EnvB
Q97K67	N/A,,N/A
Q97KG0	N/A,,N/A
Q97KK8	PIRSF002862,,methyl-accepting chemotaxis protein
Q97KM5	PIRSF001364,,2-dehydro-3-deoxyphosphooctonate aldolase
Q97L52	PIRSF001400,,enolase
Q97M85	N/A,,N/A
Q97MD0	N/A,,N/A
Q97MP5	N/A,,N/A
Q97TU9	N/A,,N/A
Q97TV0	N/A,,N/A
Q97TV2	N/A,,N/A
Q97TW3	N/A,,N/A
Q97TY6	N/A,,N/A
