Protein	Start Site,,End Site,,Family,,Description
Q7UBI7	27,,945,,MF_00802,,GlnE,,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme [glnE]
Q7UBI8	4,,474,,MF_01603,,HldE,,Bifunctional protein HldE [hldE]
Q7UBT0	9,,243,,MF_00063,,CysH,,Phosphoadenosine phosphosulfate reductase [cysH]
Q7UBU3	1,,875,,MF_00036_B,,Ala_tRNA_synth,,Alanine--tRNA ligase [alaS]
Q7UBW5	N/A,,N/A,,N/A,,N/A
Q7UC56	N/A,,N/A,,N/A,,N/A
Q7UCT6	1,,410,,MF_01202,,DadA,,D-amino acid dehydrogenase [dadA]
Q7UDL2	5,,259,,MF_00456,,ProB,,Glutamate 5-kinase [proB]
Q7WLU9	N/A,,N/A,,N/A,,N/A
Q7WY61	1,,85,,MF_01507,,UPF0297,,UPF0297 protein 
Q7ZAM1	1,,1471,,MF_01800,,MukB,,Chromosome partition protein MukB [mukB]
Q81WK7	1,,259,,MF_00621,,HTH_type_CodY,,GTP-sensing transcriptional pleiotropic repressor CodY [codY]
Q81ZL3	N/A,,N/A,,N/A,,N/A
Q81ZL7	N/A,,N/A,,N/A,,N/A
Q81ZM2	N/A,,N/A,,N/A,,N/A
Q81ZM8	N/A,,N/A,,N/A,,N/A
Q81ZN9	N/A,,N/A,,N/A,,N/A
Q81ZS9	N/A,,N/A,,N/A,,N/A
Q81ZT5	N/A,,N/A,,N/A,,N/A
Q81ZT8	N/A,,N/A,,N/A,,N/A
Q81ZU1	N/A,,N/A,,N/A,,N/A
Q821A6	1,,401,,MF_01262,,CCA_bact_type2,,CCA-adding enzyme [cca]
Q821C1	3,,426,,MF_00375,,HemL_aminotrans_3,,Glutamate-1-semialdehyde 2,1-aminomutase [hemL]
Q821C2	1,,466,,MF_01026,,LeuC_type1,,3-isopropylmalate dehydratase large subunit [leuC]
Q836B3	1,,84,,MF_01507,,UPF0297,,UPF0297 protein 
Q83IM5	1,,949,,MF_02004,,Val_tRNA_synth_type1,,Valine--tRNA ligase [valS]
Q83IP5	3,,445,,MF_01301,,LamB,,Maltoporin [lamB]
Q83IP6	12,,165,,MF_01632,,UbiC,,Chorismate pyruvate-lyase [ubiC]
Q83IR6	N/A,,N/A,,N/A,,N/A
Q83IS3	1,,257,,MF_00297,,Nudix_NudC,,NADH pyrophosphatase [nudC]
Q83IT3	11,,726,,MF_01961,,Catal_peroxid,,Catalase-peroxidase [katG]
Q83IY3	5,,452,,MF_01631,,GlmU,,Bifunctional protein GlmU [glmU]
Q83J15	1,,213,,MF_01208,,PyrE,,Orotate phosphoribosyltransferase [pyrE]
Q83J38	3,,688,,MF_00255,,Gly_tRNA_synth_beta,,Glycine--tRNA ligase beta subunit [glyS]
Q83J89	3,,657,,MF_01248,,GlgX,,Glycogen debranching enzyme [glgX]
Q83JA5	3,,331,,MF_00140_B,,Trp_tRNA_synth,,Tryptophan--tRNA ligase [trpS]
Q83JB3	1,,457,,MF_01646,,Siroheme_synth,,Siroheme synthase [cysG]
Q83JC3	6,,702,,MF_00054_B,,EF_G_EF_2,,Elongation factor G [fusA]
Q83JC4	1,,394,,MF_00118_B,,EF_Tu,,Elongation factor Tu [tuf]
Q83JF0	N/A,,N/A,,N/A,,N/A
Q83JF9	3,,879,,MF_00100_B,,IF_2,,Translation initiation factor IF-2 [infB]
Q83JH9	1,,426,,MF_01295,,Tagatose_aldol_KbaZ,,D-tagatose-1,6-bisphosphate aldolase subunit KbaZ [kbaZ]
Q83JW6	1,,355,,MF_01551,,23SrRNA_methyltr_M,,Ribosomal RNA large subunit methyltransferase M [rlmM]
Q83JW7	2,,251,,MF_01192,,Xni,,Flap endonuclease Xni [xni]
Q83JY2	1,,249,,MF_00060,,SurE,,5'/3'-nucleotidase SurE [surE]
Q83K06	5,,95,,MF_00460,,UPF0125_RnfH,,Protein RnfH [rnfH]
Q83K21	1,,127,,MF_00806,,GrcA,,Autonomous glycyl radical cofactor [grcA]
Q83K44	3,,421,,MF_00127,,His_tRNA_synth,,Histidine--tRNA ligase [hisS]
Q83K48	N/A,,N/A,,N/A,,N/A
Q83K86	4,,316,,MF_00524,,Glucokinase,,Glucokinase [glk]
Q83K95	2,,436,,MF_01618,,FadI,,3-ketoacyl-CoA thiolase [fadI]
Q83KA8	N/A,,N/A,,N/A,,N/A
Q83KD8	3,,330,,MF_00730,,NdpA,,Nucleoid-associated protein YejK [yejK]
Q83KK3	1,,238,,MF_00918,,Transcrip_reg_TACO1_YeeN,,Probable transcriptional regulatory protein YeeN [yeeN]
Q83KQ3	5,,577,,MF_00123,,Arg_tRNA_synth,,Arginine--tRNA ligase [argS]
Q83KR7	N/A,,N/A,,N/A,,N/A
Q83KS7	10,,271,,MF_01850,,TtcA,,tRNA-cytidine(32) 2-sulfurtransferase [ttcA]
Q83KT5	N/A,,N/A,,N/A,,N/A
Q83KW2	N/A,,N/A,,N/A,,N/A
Q83KX8	4,,367,,MF_01270,,AnhMurNAc_kinase,,Anhydro-N-acetylmuramic acid kinase [anmK]
Q83L36	1,,788,,MF_00283,,Phe_tRNA_synth_beta1,,Phenylalanine--tRNA ligase beta subunit [pheT]
Q83L37	8,,326,,MF_00281,,Phe_tRNA_synth_alpha1,,Phenylalanine--tRNA ligase alpha subunit [pheS]
Q83LF6	N/A,,N/A,,N/A,,N/A
Q83LF7	6,,361,,MF_00144,,tRNA_thiouridyl_MnmA,,tRNA-specific 2-thiouridylase MnmA [mnmA]
Q83LJ2	N/A,,N/A,,N/A,,N/A
Q83LN3	5,,395,,MF_00570,,NAPRTase,,Nicotinate phosphoribosyltransferase [pncB]
Q83LN4	N/A,,N/A,,N/A,,N/A
Q83LX5	4,,859,,MF_00049_B,,Leu_tRNA_synth,,Leucine--tRNA ligase [leuS]
Q83LY1	1,,311,,MF_01431,,Pyrim_hydro_RihA,,Pyrimidine-specific ribonucleoside hydrolase RihA [rihA]
Q83LY3	3,,440,,MF_01864,,tRNA_metthiotr_MiaB,,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase [miaB]
Q83M12	N/A,,N/A,,N/A,,N/A
Q83M42	11,,180,,MF_00004,,Aden_phosphoribosyltr,,Adenine phosphoribosyltransferase [apt]
Q83ME5	4,,263,,MF_00156,,PanB,,3-methyl-2-oxobutanoate hydroxymethyltransferase [panB]
Q83MF6	8,,343,,MF_00909,,FtsZ,,Cell division protein FtsZ [ftsZ]
Q83MH2	2,,929,,MF_02002,,Ile_tRNA_synth_type1,,Isoleucine--tRNA ligase [ileS]
Q83MH5	1,,634,,MF_00332,,DnaK,,Chaperone protein DnaK [dnaK]
Q83MJ8	11,,309,,MF_01080,,TruB_bact,,tRNA pseudouridine synthase B [truB]
Q83MN1	11,,190,,MF_00052_B,,RNase_HII,,Ribonuclease HII [rnhB]
Q83P35	1,,612,,MF_00149,,DNA_mis_repair,,DNA mismatch repair protein MutL [mutL]
Q83P38	2,,128,,MF_00708,,Fumarate_red_C,,Fumarate reductase subunit C [frdC]
Q83PC2	2,,229,,MF_01318_B,,Ribosomal_L1,,50S ribosomal protein L1 [rplA]
Q83PE8	3,,306,,MF_00611,,FdeH,,Protein FdhE [fdhE]
Q83PF4	14,,197,,MF_00321,,GTPase_EngB,,Probable GTP-binding protein EngB [engB]
Q83PG1	1,,715,,MF_01621,,FadB,,Fatty acid oxidation complex subunit alpha [fadB]
Q83PG4	4,,490,,MF_01636,,UbiD,,3-octaprenyl-4-hydroxybenzoate carboxy-lyase [ubiD]
Q83PJ7	13,,201,,MF_00074,,16SrRNA_methyltr_G,,Ribosomal RNA small subunit methyltransferase G [rsmG]
Q83PP2	1,,309,,MF_01601,,Heptose_epimerase,,ADP-L-glycero-D-manno-heptose-6-epimerase [hldD]
Q83PR3	1,,324,,MF_01667,,2_Hacid_dh_C_GhrB,,Glyoxylate/hydroxypyruvate reductase B [ghrB]
Q83PV3	101,,726,,MF_00685,,GlgB,,1,4-alpha-glucan branching enzyme GlgB [glgB]
Q83PY5	1,,110,,MF_01331_B,,Ribosomal_L22,,50S ribosomal protein L22 [rplV]
Q83PY6	1,,133,,MF_01342,,Ribosomal_L16,,50S ribosomal protein L16 [rplP]
Q83PY9	1,,179,,MF_01333_B,,Ribosomal_L5,,50S ribosomal protein L5 [rplE]
Q83Q07	1,,130,,MF_00532_B,,Ribosomal_S9,,30S ribosomal protein S9 [rpsI]
Q83Q14	2,,333,,MF_01454,,GTPase_Obg,,GTPase Obg [obg]
Q83QA2	8,,956,,MF_00711,,GcvP,,Glycine dehydrogenase (decarboxylating) [gcvP]
Q83QD0	N/A,,N/A,,N/A,,N/A
Q83QD5	18,,432,,MF_01010,,23SrRNA_methyltr_RlmD,,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD [rlmD]
Q83QD9	2,,599,,MF_01541,,CysJ,,Sulfite reductase [NADPH] flavoprotein alpha-component [cysJ]
Q83QE0	10,,570,,MF_01540,,CysI,,Sulfite reductase [NADPH] hemoprotein beta-component [cysI]
Q83QK4	1,,616,,MF_00679,,HscA,,Chaperone protein HscA [hscA]
Q83QL1	7,,525,,MF_00344,,GMP_synthase,,GMP synthase [glutamine-hydrolyzing] [guaA]
Q83QN4	2,,295,,MF_00068,,MurQ,,N-acetylmuramic acid 6-phosphate etherase [murQ]
Q83QN9	2,,321,,MF_00509,,ZipA,,Cell division protein ZipA [zipA]
Q83QQ5	10,,352,,MF_00300,,Chorismate_synth,,Chorismate synthase [aroC]
Q83QQ8	7,,657,,MF_01102,,MnmC,,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC [mnmC]
Q83QR1	1,,357,,MF_01825,,PdxB,,Erythronate-4-phosphate dehydrogenase [pdxB]
Q83QR3	10,,252,,MF_00171,,TruA,,tRNA pseudouridine synthase A [truA]
Q83QS6	16,,600,,MF_01359,,NDH1_NuoCD_1,,NADH-quinone oxidoreductase subunit C/D [nuoC]
Q83QT8	1,,660,,MF_01166,,ArnA,,Bifunctional polymyxin resistance protein ArnA [arnA]
Q83QV0	1,,828,,MF_01630,,Nitrate_reduct_NapA,,Periplasmic nitrate reductase [napA]
Q83QZ5	1,,190,,MF_00146,,dCTP_deaminase,,dCTP deaminase, dUMP-forming [dcd]
Q83R04	1,,241,,MF_01014,,HisA,,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase [hisA]
Q83R64	N/A,,N/A,,N/A,,N/A
Q83R90	1,,474,,MF_01275,,Aldedh_Prr,,Gamma-aminobutyraldehyde dehydrogenase [prr]
Q83RC0	1,,331,,MF_00540,,A_deaminase,,Adenosine deaminase [add]
Q83RE8	N/A,,N/A,,N/A,,N/A
Q83RG1	2,,115,,MF_00382,,Ribosomal_L20,,50S ribosomal protein L20 [rplT]
Q83RJ4	N/A,,N/A,,N/A,,N/A
Q83RN5	N/A,,N/A,,N/A,,N/A
Q83RP1	2,,418,,MF_00087,,Glu_tRNA_reductase,,Glutamyl-tRNA reductase [hemA]
Q83RP2	4,,314,,MF_00583_B,,RibP_PPkinase,,Putative ribose-phosphate pyrophosphokinase [prs]
Q83RR8	41,,271,,MF_01121,,Sirtuin_ClassIII,,NAD-dependent protein deacylase sirtuin-5, mitochondrial [SIRT5]
Q83RU3	6,,509,,MF_01069,,MdoG_OpgG,,Glucans biosynthesis protein G [mdoG]
Q83RX5	4,,702,,MF_01858,,23SrRNA_methyltr_KL,,Ribosomal RNA large subunit methyltransferase K/L [rlmL]
Q83RX6	2,,336,,MF_00225,,DHO_dh_type2,,Dihydroorotate dehydrogenase (quinone) [pyrD]
Q83S00	N/A,,N/A,,N/A,,N/A
Q83S18	1,,295,,MF_01552,,RimK,,Ribosomal protein S6--L-glutamate ligase [rimK]
Q83S42	3,,668,,MF_00204,,UvrB,,UvrABC system protein B [uvrB]
Q83S54	N/A,,N/A,,N/A,,N/A
Q83SD5	3,,364,,MF_01622,,tRNA_sel_U_synth,,tRNA 2-selenouridine/geranyl-2-thiouridine synthase [selU]
Q83SE1	3,,308,,MF_00313,,Glutaminase,,Glutaminase [glsA]
Q83SE5	4,,320,,MF_00323,,Ferrochelatase,,Ferrochelatase [hemH]
Q83SE6	2,,623,,MF_00505,,HSP90,,Chaperone protein HtpG [htpG]
Q83SG2	10,,620,,MF_00315,,DXP_synth,,1-deoxy-D-xylulose-5-phosphate synthase [dxs]
Q83SM9	1,,345,,MF_00596,,GMP_reduct_type1,,GMP reductase [GMPR]
Q83SN2	5,,832,,MF_01382,,SecA,,Protein translocase subunit SecA [secA]
Q83SN7	7,,311,,MF_01007,,16SrRNA_methyltr_H,,Ribosomal RNA small subunit methyltransferase H [rsmH]
Q83SP1	5,,359,,MF_01033,,LeuB_type1,,3-isopropylmalate dehydrogenase [leuB]
Q83SQ0	3,,763,,MF_01411,,LPS_assembly_LptD,,LPS-assembly protein LptD [lptD]
Q84EC7	2,,1208,,MF_01894,,Smc_prok,,Chromosome partition protein Smc [smc]
Q84F84	N/A,,N/A,,N/A,,N/A
Q8CJR0	N/A,,N/A,,N/A,,N/A
Q8CJR6	314,,686,,MF_01884,,Rho,,Transcription termination factor Rho [rho]
Q8CJR8	N/A,,N/A,,N/A,,N/A
Q8CK13	N/A,,N/A,,N/A,,N/A
Q8CWP9	N/A,,N/A,,N/A,,N/A
Q8CXS7	4,,386,,MF_00086,,S_AdoMet_synth1,,S-adenosylmethionine synthase [metK]
Q8CY87	N/A,,N/A,,N/A,,N/A
Q8DR55	1,,464,,MF_01941,,MapZ,,Mid-cell-anchored protein Z [mapZ]
Q8E1E6	N/A,,N/A,,N/A,,N/A
Q8E3U4	239,,597,,MF_02065,,MltG,,Endolytic murein transglycosylase [mltG]
Q8E6N7	10,,403,,MF_00909,,FtsZ,,Cell division protein FtsZ [ftsZ]
Q8EIX3	N/A,,N/A,,N/A,,N/A
Q8EXC5	N/A,,N/A,,N/A,,N/A
Q8EXH1	N/A,,N/A,,N/A,,N/A
Q8EYN0	N/A,,N/A,,N/A,,N/A
Q8F1E5	N/A,,N/A,,N/A,,N/A
Q8F1E7	N/A,,N/A,,N/A,,N/A
Q8F1I5	N/A,,N/A,,N/A,,N/A
Q8F1N3	N/A,,N/A,,N/A,,N/A
Q8F1N6	N/A,,N/A,,N/A,,N/A
Q8F1Q9	N/A,,N/A,,N/A,,N/A
Q8F1R0	N/A,,N/A,,N/A,,N/A
Q8F3D4	N/A,,N/A,,N/A,,N/A
Q8F3G9	N/A,,N/A,,N/A,,N/A
Q8F425	N/A,,N/A,,N/A,,N/A
Q8F491	N/A,,N/A,,N/A,,N/A
Q8F563	N/A,,N/A,,N/A,,N/A
Q8F663	3,,203,,MF_00015,,LexA,,LexA repressor [lexA]
Q8F689	N/A,,N/A,,N/A,,N/A
Q8F6H8	N/A,,N/A,,N/A,,N/A
Q8F6H9	N/A,,N/A,,N/A,,N/A
Q8F6K1	29,,488,,MF_00195,,GTPase_Der,,GTPase Der [der]
Q8F6U4	N/A,,N/A,,N/A,,N/A
Q8F6Y5	N/A,,N/A,,N/A,,N/A
Q8F701	1,,396,,MF_01283,,RibBA,,Riboflavin biosynthesis protein RibBA [ribBA]
Q8F7T3	N/A,,N/A,,N/A,,N/A
Q8F7V3	N/A,,N/A,,N/A,,N/A
Q8F850	N/A,,N/A,,N/A,,N/A
Q8F8A5	N/A,,N/A,,N/A,,N/A
Q8F8D0	N/A,,N/A,,N/A,,N/A
Q8F9U8	N/A,,N/A,,N/A,,N/A
Q8GP19	N/A,,N/A,,N/A,,N/A
Q8GP20	N/A,,N/A,,N/A,,N/A
Q8KX25	N/A,,N/A,,N/A,,N/A
Q8NQJ3	N/A,,N/A,,N/A,,N/A
Q8NU97	N/A,,N/A,,N/A,,N/A
Q8NU98	N/A,,N/A,,N/A,,N/A
Q8PEJ1	N/A,,N/A,,N/A,,N/A
Q8PEL1	N/A,,N/A,,N/A,,N/A
Q8PEM1	N/A,,N/A,,N/A,,N/A
Q8PER7	N/A,,N/A,,N/A,,N/A
Q8PES0	61,,872,,MF_00393,,Glyc3P_acyltrans,,Glycerol-3-phosphate acyltransferase [plsB]
Q8PEV9	N/A,,N/A,,N/A,,N/A
Q8PEW2	N/A,,N/A,,N/A,,N/A
Q8PEX7	N/A,,N/A,,N/A,,N/A
Q8PF94	N/A,,N/A,,N/A,,N/A
Q8PFF4	N/A,,N/A,,N/A,,N/A
Q8PFG9	N/A,,N/A,,N/A,,N/A
Q8PFX5	N/A,,N/A,,N/A,,N/A
Q8PG87	N/A,,N/A,,N/A,,N/A
Q8PGB3	N/A,,N/A,,N/A,,N/A
Q8PGG6	1,,287,,MF_00815,,ATP_synth_gamma_bact,,ATP synthase gamma chain [atpG]
Q8PGJ4	1,,351,,MF_01113,,DNApol_IV,,DNA polymerase IV [dinB]
Q8PGK4	N/A,,N/A,,N/A,,N/A
Q8PGN7	N/A,,N/A,,N/A,,N/A
Q8PGS0	N/A,,N/A,,N/A,,N/A
Q8PH13	138,,591,,MF_00089,,ThiC,,Phosphomethylpyrimidine synthase [thiC]
Q8PH73	N/A,,N/A,,N/A,,N/A
Q8PH84	N/A,,N/A,,N/A,,N/A
Q8PHY0	N/A,,N/A,,N/A,,N/A
Q8PHZ9	N/A,,N/A,,N/A,,N/A
Q8PI16	N/A,,N/A,,N/A,,N/A
Q8PI44	N/A,,N/A,,N/A,,N/A
Q8PIB8	N/A,,N/A,,N/A,,N/A
Q8PIH1	N/A,,N/A,,N/A,,N/A
Q8PII6	N/A,,N/A,,N/A,,N/A
Q8PIN6	N/A,,N/A,,N/A,,N/A
Q8PIR2	N/A,,N/A,,N/A,,N/A
Q8PIR5	N/A,,N/A,,N/A,,N/A
Q8PIV6	N/A,,N/A,,N/A,,N/A
Q8PJ00	N/A,,N/A,,N/A,,N/A
Q8PJ02	N/A,,N/A,,N/A,,N/A
Q8PJ03	N/A,,N/A,,N/A,,N/A
Q8PJ43	17,,435,,MF_01358,,NDH1_NuoD,,NAD(P)H-quinone oxidoreductase subunit H, chloroplastic [ndhH]
Q8PJH6	N/A,,N/A,,N/A,,N/A
Q8PJT7	N/A,,N/A,,N/A,,N/A
Q8PJW6	N/A,,N/A,,N/A,,N/A
Q8PKC0	N/A,,N/A,,N/A,,N/A
Q8PKC8	N/A,,N/A,,N/A,,N/A
Q8PKH6	N/A,,N/A,,N/A,,N/A
Q8PKI7	N/A,,N/A,,N/A,,N/A
Q8PKL5	N/A,,N/A,,N/A,,N/A
Q8PKQ1	N/A,,N/A,,N/A,,N/A
Q8PKW6	N/A,,N/A,,N/A,,N/A
Q8PKZ3	N/A,,N/A,,N/A,,N/A
Q8PL31	N/A,,N/A,,N/A,,N/A
Q8PL68	N/A,,N/A,,N/A,,N/A
Q8PLM3	N/A,,N/A,,N/A,,N/A
Q8PLW4	N/A,,N/A,,N/A,,N/A
Q8PLW8	N/A,,N/A,,N/A,,N/A
Q8PM69	N/A,,N/A,,N/A,,N/A
Q8PMD8	N/A,,N/A,,N/A,,N/A
Q8PMI4	N/A,,N/A,,N/A,,N/A
Q8PMM9	N/A,,N/A,,N/A,,N/A
Q8PMV4	N/A,,N/A,,N/A,,N/A
Q8PNB1	N/A,,N/A,,N/A,,N/A
Q8PNI0	1,,253,,MF_01374,,Glyoxalase_2,,Hydroxyacylglutathione hydrolase [gloB]
Q8PNI3	11,,787,,MF_01973,,lon_bact,,Lon protease [lon]
Q8PNK9	N/A,,N/A,,N/A,,N/A
Q8PNP1	N/A,,N/A,,N/A,,N/A
Q8PNS2	8,,98,,MF_01369_B,,Ribosomal_L23,,50S ribosomal protein L23 [rplW]
Q8PNS3	8,,201,,MF_01328_B,,Ribosomal_L4,,50S ribosomal protein L4 [rplD]
Q8PNS9	N/A,,N/A,,N/A,,N/A
Q8PNT1	2,,121,,MF_00368,,Ribosomal_L7_L12,,50S ribosomal protein L7/L12 [rplL]
Q8PNT4	5,,142,,MF_00736,,Ribosomal_L11,,50S ribosomal protein L11 [rplK]
Q8PNY2	N/A,,N/A,,N/A,,N/A
Q8PP38	1,,385,,MF_01229,,Alkanesulf_monooxygen,,Alkanesulfonate monooxygenase [ssuD]
Q8PP39	N/A,,N/A,,N/A,,N/A
Q8PP73	N/A,,N/A,,N/A,,N/A
Q8PP84	8,,472,,MF_00563,,AdoHcyase,,Adenosylhomocysteinase [ahcY]
Q8PPR3	3,,295,,MF_00260,,Porphobil_deam,,Porphobilinogen deaminase [hemC]
Q8PPT4	N/A,,N/A,,N/A,,N/A
Q8PPZ1	2,,544,,MF_00600,,CH60,,60 kDa chaperonin [groL]
Q8PQ14	N/A,,N/A,,N/A,,N/A
Q8PQ24	N/A,,N/A,,N/A,,N/A
Q8PQ68	N/A,,N/A,,N/A,,N/A
Q8PQ72	N/A,,N/A,,N/A,,N/A
Q8PQN1	N/A,,N/A,,N/A,,N/A
Q8PQN2	N/A,,N/A,,N/A,,N/A
Q8PQQ4	N/A,,N/A,,N/A,,N/A
Q8PR77	N/A,,N/A,,N/A,,N/A
Q8PRE0	N/A,,N/A,,N/A,,N/A
Q8PS33	N/A,,N/A,,N/A,,N/A
Q8PT38	N/A,,N/A,,N/A,,N/A
Q8PTF7	N/A,,N/A,,N/A,,N/A
Q8PTP5	N/A,,N/A,,N/A,,N/A
Q8PTU7	N/A,,N/A,,N/A,,N/A
Q8PU20	N/A,,N/A,,N/A,,N/A
Q8PUB6	4,,634,,MF_01898,,GyrB,,DNA gyrase subunit B [gyrB]
Q8PUQ8	4,,77,,MF_00025,,RNApol_RpoH_RPB5,,DNA-directed RNA polymerase subunit H [rpoH]
Q8PUQ9	N/A,,N/A,,N/A,,N/A
Q8PUV5	N/A,,N/A,,N/A,,N/A
Q8PV69	N/A,,N/A,,N/A,,N/A
Q8PVK0	1,,317,,MF_02008,,Tyr_tRNA_synth_type3,,Tyrosine--tRNA ligase [tyrS]
Q8PX75	19,,414,,MF_00424,,Rel_fact_arch_1,,Peptide chain release factor subunit 1 [prf1]
Q8PXA9	4,,181,,MF_01111,,UPF0200,,UPF0200 protein 
Q8PXT3	N/A,,N/A,,N/A,,N/A
Q8PXU9	N/A,,N/A,,N/A,,N/A
Q8PXV7	N/A,,N/A,,N/A,,N/A
Q8PZB5	N/A,,N/A,,N/A,,N/A
Q8Q0G7	N/A,,N/A,,N/A,,N/A
Q8Q0G9	N/A,,N/A,,N/A,,N/A
Q8Q0P3	1,,485,,MF_00028,,CobQ,,Cobyric acid synthase [cobQ]
Q8R6T1	N/A,,N/A,,N/A,,N/A
Q8R783	N/A,,N/A,,N/A,,N/A
Q8R7V8	1,,89,,MF_00531,,Ribosomal_S19,,30S ribosomal protein S19 [rpsS]
Q8R8L6	N/A,,N/A,,N/A,,N/A
Q8R8Q1	N/A,,N/A,,N/A,,N/A
Q8R910	N/A,,N/A,,N/A,,N/A
Q8R964	N/A,,N/A,,N/A,,N/A
Q8R967	2,,412,,MF_00318,,Enolase,,Enolase [eno]
Q8R9D4	N/A,,N/A,,N/A,,N/A
Q8R9G5	N/A,,N/A,,N/A,,N/A
Q8R9S4	1,,274,,MF_00197,,DAP_epimerase,,Diaminopimelate epimerase [dapF]
Q8RAC9	3,,395,,MF_00378,,Exonuc_7_L,,Exodeoxyribonuclease 7 large subunit [xseA]
Q8RAH3	10,,92,,MF_01507,,UPF0297,,UPF0297 protein 
Q8RAR7	3,,240,,MF_00693,,Transcrip_reg_TACO1,,Probable transcriptional regulatory protein YebC [yebC]
Q8RB35	N/A,,N/A,,N/A,,N/A
Q8RB43	N/A,,N/A,,N/A,,N/A
Q8RBD0	N/A,,N/A,,N/A,,N/A
Q8RBD2	N/A,,N/A,,N/A,,N/A
Q8RBE3	N/A,,N/A,,N/A,,N/A
Q8RBV3	N/A,,N/A,,N/A,,N/A
Q8RCJ1	N/A,,N/A,,N/A,,N/A
Q8RCZ5	N/A,,N/A,,N/A,,N/A
Q8RD14	N/A,,N/A,,N/A,,N/A
Q8RDJ3	N/A,,N/A,,N/A,,N/A
Q8RDL1	N/A,,N/A,,N/A,,N/A
Q8TSY2	4,,185,,MF_00479,,RsxG_RnfG,,Ion-translocating oxidoreductase complex subunit G [rsxG]
Q8TZX0	3,,422,,MF_01892,,tRNA_Ile2_agm2C_synt,,tRNA(Ile2) 2-agmatinylcytidine synthetase TiaS [tiaS]
Q8VKS0	N/A,,N/A,,N/A,,N/A
Q8VKS5	N/A,,N/A,,N/A,,N/A
Q8VQA0	N/A,,N/A,,N/A,,N/A
Q8VSB2	N/A,,N/A,,N/A,,N/A
Q8VSC3	N/A,,N/A,,N/A,,N/A
Q8X3W8	1,,875,,MF_00036_B,,Ala_tRNA_synth,,Alanine--tRNA ligase [alaS]
Q8X405	N/A,,N/A,,N/A,,N/A
Q8X492	3,,322,,MF_00509,,ZipA,,Cell division protein ZipA [zipA]
Q8X4E2	N/A,,N/A,,N/A,,N/A
Q8X4K9	N/A,,N/A,,N/A,,N/A
Q8X4P8	N/A,,N/A,,N/A,,N/A
Q8X4T7	N/A,,N/A,,N/A,,N/A
Q8X4V5	3,,426,,MF_00375,,HemL_aminotrans_3,,Glutamate-1-semialdehyde 2,1-aminomutase [hemL]
Q8X505	N/A,,N/A,,N/A,,N/A
Q8X5C4	1,,174,,MF_01042,,UPF0115,,UPF0115 protein YfcN [yfcN]
Q8X5E9	N/A,,N/A,,N/A,,N/A
Q8X5H9	N/A,,N/A,,N/A,,N/A
Q8X5N5	N/A,,N/A,,N/A,,N/A
Q8X5V1	N/A,,N/A,,N/A,,N/A
Q8X5V5	N/A,,N/A,,N/A,,N/A
Q8X5Z8	N/A,,N/A,,N/A,,N/A
Q8X600	N/A,,N/A,,N/A,,N/A
Q8X611	7,,529,,MF_00139,,PurH,,Bifunctional purine biosynthesis protein PurH [purH]
Q8X6M8	N/A,,N/A,,N/A,,N/A
Q8X6S3	N/A,,N/A,,N/A,,N/A
Q8X6Z6	1,,274,,MF_01594,,Rhomboid_GlpG,,Rhomboid protease GlpG [glpG]
Q8X722	N/A,,N/A,,N/A,,N/A
Q8X733	16,,538,,MF_00453,,PEPCK_ATP,,Phosphoenolpyruvate carboxykinase (ATP) [pckA]
Q8X737	N/A,,N/A,,N/A,,N/A
Q8X743	1,,883,,MF_00595,,PEPcase_type1,,Phosphoenolpyruvate carboxylase [ppc]
Q8X7C5	3,,732,,MF_00952,,Topoisom_1_prok,,DNA topoisomerase 1 [topA]
Q8X7C9	N/A,,N/A,,N/A,,N/A
Q8X7F2	N/A,,N/A,,N/A,,N/A
Q8X7H3	N/A,,N/A,,N/A,,N/A
Q8X7H4	1,,420,,MF_01296,,Tagatose_aldol_GatZ,,D-tagatose-1,6-bisphosphate aldolase subunit GatZ [gatZ]
Q8X7L9	N/A,,N/A,,N/A,,N/A
Q8X7M9	N/A,,N/A,,N/A,,N/A
Q8X7N4	1,,416,,MF_00412,,ProA,,Gamma-glutamyl phosphate reductase [proA]
Q8X7N8	N/A,,N/A,,N/A,,N/A
Q8X7P7	N/A,,N/A,,N/A,,N/A
Q8X7T4	N/A,,N/A,,N/A,,N/A
Q8X7V5	N/A,,N/A,,N/A,,N/A
Q8X7X0	N/A,,N/A,,N/A,,N/A
Q8X825	5,,313,,MF_01694,,BioB,,Biotin synthase [bioB]
Q8X8G1	N/A,,N/A,,N/A,,N/A
Q8X8G9	1,,168,,MF_01058,,GAP_YihI,,Der GTPase-activating protein YihI [yihI]
Q8X8H0	14,,197,,MF_00321,,GTPase_EngB,,Probable GTP-binding protein EngB [engB]
Q8X8I5	N/A,,N/A,,N/A,,N/A
Q8X8J5	1,,1047,,MF_00970,,RNase_E,,Ribonuclease E [rne]
Q8X8L3	N/A,,N/A,,N/A,,N/A
Q8X8T9	N/A,,N/A,,N/A,,N/A
