Protein	Entry..Description
Q8PGJ4	PS50173,,UmuC domain profile
Q8PGK4	
Q8PGN7	
Q8PGS0	
Q8PH13	
Q8PH73	
Q8PH84	
Q8PHY0	
Q8PHZ9	
Q8PI16	
Q8PI44	
Q8PIB8	
Q8PIH1	
Q8PII6	
Q8PIN6	
Q8PIR2	
Q8PIR5	
Q8PIV6	
Q8PJ00	
Q8PJ02	
Q8PJ03	
Q8PJ43	PS00535,,Respiratory chain NADH dehydrogenase 49 Kd subunit signature
Q8PJH6	
Q8PJT7	
Q8PJW6	
Q8PKC0	
Q8PKC8	
Q8PKH6	
Q8PKI7	
Q8PKL5	
Q8PKQ1	
Q8PKW6	
Q8PKZ3	
Q8PL31	
Q8PL68	
Q8PLM3	
Q8PLW4	
Q8PLW8	
Q8PM69	
Q8PMD8	
Q8PMI4	
Q8PMM9	
Q8PMV4	
Q8PNB1	
Q8PNI0	
Q8PNI3	
Q8PNK9	
Q8PNP1	
Q8PNS2	PS00050,,Ribosomal protein L23 signature
Q8PNS3	
Q8PNS9	
Q8PNT1	
Q8PNT4	PS00359,,Ribosomal protein L11 signature
Q8PNY2	
Q8PP38	
Q8PP39	
Q8PP73	
Q8PP84	PS00739,,S-adenosyl-L-homocysteine hydrolase signature 2;;PS00738,,S-adenosyl-L-homocysteine hydrolase signature 1
Q8PPR3	PS00533,,Porphobilinogen deaminase cofactor-binding site
Q8PPT4	
Q8PPZ1	PS00296,,Chaperonins cpn60 signature
Q8PQ14	
Q8PQ24	
Q8PQ68	
Q8PQ72	
Q8PQN1	
Q8PQN2	
Q8PQQ4	
Q8PR77	
Q8PRE0	
Q8PS33	
Q8PT38	
Q8PTF7	
Q8PTP5	
Q8PTU7	
Q8PU20	
Q8PUB6	
Q8PUQ8	PS01110,,RNA polymerases H / 23 Kd subunits signature
Q8PUQ9	
Q8PUV5	
Q8PV69	
Q8PVK0	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q8PX75	
Q8PXA9	
Q8PXT3	
Q8PXU9	
Q8PXV7	
Q8PZB5	
Q8Q0G7	
Q8Q0G9	
Q8Q0P3	PS51274,,CobBQ-type GATase domain profile
Q8R6T1	
Q8R783	
Q8R7V8	PS00323,,Ribosomal protein S19 signature
Q8R8L6	
Q8R8Q1	
Q8R910	
Q8R964	
Q8R967	PS00164,,Enolase signature
Q8R9D4	
Q8R9G5	
Q8R9S4	PS01326,,Diaminopimelate epimerase signature
Q8RAC9	
Q8RAH3	
Q8RAR7	
Q8RB35	
Q8RB43	
Q8RBD0	
Q8RBD2	
Q8RBE3	
Q8RBV3	
Q8RCJ1	
Q8RCZ5	
Q8RD14	
Q8RDJ3	
Q8RDL1	
Q8TSY2	
Q8TZX0	
Q8VKS0	
Q8VKS5	
Q8VQA0	
Q8VSB2	
Q8VSC3	PS51450,,Leucine-rich repeat profile
Q8X3W8	PS50860,,Alanyl-transfer RNA synthetases family profile
Q8X405	
Q8X492	
Q8X4E2	
Q8X4K9	
Q8X4P8	PS00163,,Fumarate lyases signature
Q8X4T7	
Q8X4V5	PS00600,,Aminotransferases class-III pyridoxal-phosphate attachment site
Q8X505	PS00061,,Short-chain dehydrogenases/reductases family signature
Q8X5C4	PS50828,,Smr domain profile
Q8X5E9	
Q8X5H9	PS50901,,FtsK domain profile
Q8X5N5	
Q8X5V1	
Q8X5V5	
Q8X5Z8	
Q8X600	
Q8X611	PS51855,,MGS-like domain profile
Q8X6M8	PS00143,,Insulinase family, zinc-binding region signature
Q8X6S3	
Q8X6Z6	
Q8X722	
Q8X733	PS00532,,Phosphoenolpyruvate carboxykinase (ATP) signature
Q8X737	
Q8X743	PS00781,,Phosphoenolpyruvate carboxylase active site 1;;PS00393,,Phosphoenolpyruvate carboxylase active site 2
Q8X7C5	
Q8X7C9	
Q8X7F2	
Q8X7H3	
Q8X7H4	
Q8X7L9	
Q8X7M9	
Q8X7N4	PS01223,,Gamma-glutamyl phosphate reductase signature
Q8X7N8	
Q8X7P7	
Q8X7T4	
Q8X7V5	
Q8X7X0	
Q8X825	
Q8X8G1	
Q8X8G9	
Q8X8H0	PS51706,,EngB-type guanine nucleotide-binding (G) domain profile
Q8X8I5	
Q8X8J5	
Q8X8L3	
Q8X8T9	
Q8X8W2	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q8X8Y7	PS00101,,Hexapeptide-repeat containing-transferases signature
Q8X8Z9	
Q8X902	
Q8X903	
Q8X966	
Q8X984	PS00487,,IMP dehydrogenase / GMP reductase signature
Q8X996	PS51196,,SecA family profile;;PS01312,,SecA family signature
Q8X9B0	
Q8X9L1	
Q8X9T7	
Q8X9V2	
Q8XA02	PS50995,,MarR-type HTH domain profile;;PS01117,,MarR-type HTH domain signature
Q8XA55	PS00096,,Serine hydroxymethyltransferase pyridoxal-phosphate attachment site
Q8XAA8	
Q8XAC5	
Q8XAQ4	
Q8XAT3	
Q8XAT4	PS51195,,DEAD-box RNA helicase Q motif profile;;PS51194,,Superfamilies 1 and 2 helicase C-terminal domain profile;;PS51192,,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile;;PS00039,,DEAD-box subfamily ATP-dependent helicases signature
Q8XB28	
Q8XB34	PS00853,,Beta-eliminating lyases pyridoxal-phosphate attachment site
Q8XB62	
Q8XBF4	
Q8XBJ9	
Q8XBR3	
Q8XBV3	PS00455,,Putative AMP-binding domain signature
Q8XC28	
Q8XC76	
Q8XC86	
Q8XCA9	
Q8XCD0	
Q8XCF9	PS50122,,CheB-type methylesterase domain profile;;PS50110,,Response regulatory domain profile
Q8XCG0	
Q8XCI5	
Q8XCU8	
Q8XCV0	
Q8XCW5	
Q8XD03	PS00111,,Phosphoglycerate kinase signature
Q8XD33	
Q8XD88	PS50052,,Guanylate kinase-like domain profile;;PS00856,,Guanylate kinase-like signature
Q8XDD5	
Q8XDE7	
Q8XDE9	
Q8XDF3	
Q8XDF5	
Q8XDF6	
Q8XDG0	
Q8XDL9	
Q8XDP3	
Q8XDR9	
Q8XDS0	PS00163,,Fumarate lyases signature
Q8XDW4	
Q8XDW9	
Q8XE27	PS51880,,TGS domain profile;;PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q8XE60	
Q8XE67	
Q8XE69	
Q8XEA7	PS00595,,Aminotransferases class-V pyridoxal-phosphate attachment site
Q8XEB4	
Q8XEG2	PS51464,,SIS domain profile;;PS51278,,Glutamine amidotransferase type 2 domain profile
Q8Y3P9	PS51402,,catalase family profile;;PS00438,,Catalase proximal active site signature;;PS00437,,Catalase proximal heme-ligand signature
Q8Y3T4	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q8Y3Z5	
Q8Y421	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q8Y422	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q8Y423	
Q8Y424	
Q8Y436	
Q8Y444	PS00525,,Ribosomal protein L6 signature 1
Q8Y459	PS00360,,Ribosomal protein S9 signature
Q8Y495	PS51273,,Glutamine amidotransferase type 1 domain profile
Q8Y498	
Q8Y4B2	PS00096,,Serine hydroxymethyltransferase pyridoxal-phosphate attachment site
Q8Y4B3	
Q8Y4C0	PS00152,,ATP synthase alpha and beta subunits signature
Q8Y4C6	
Q8Y4F0	
Q8Y4F3	
Q8Y4F7	
Q8Y4H0	
Q8Y4I1	
Q8Y4I2	PS00111,,Phosphoglycerate kinase signature
Q8Y4I4	
Q8Y4L1	
Q8Y4L6	
Q8Y4M2	
Q8Y4M3	
Q8Y4P6	
Q8Y4R1	
Q8Y4R7	PS51463,,Glucose-6-phosphate isomerase family profile;;PS00765,,Phosphoglucose isomerase signature 1;;PS00174,,Phosphoglucose isomerase signature 2
Q8Y4U6	
Q8Y4V1	
Q8Y4V6	
Q8Y560	
Q8Y563	
Q8Y568	
Q8Y5E6	PS00710,,Phosphoglucomutase and phosphomannomutase phosphoserine signature;;PS00018,,EF-hand calcium-binding domain
Q8Y5F0	
Q8Y5G0	
Q8Y5H3	
Q8Y5M1	PS01011,,Folylpolyglutamate synthase signature 1
Q8Y5N6	
Q8Y5N7	
Q8Y5N8	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q8Y5Q9	
Q8Y5T8	
Q8Y5T9	
Q8Y5V0	
Q8Y5V8	
Q8Y5W6	
Q8Y5W7	
Q8Y5W8	PS51712,,EngA-type guanine nucleotide-binding (G) domain profile
Q8Y5X4	PS00469,,Nucleoside diphosphate kinases active site
Q8Y606	
Q8Y614	
Q8Y629	
Q8Y633	
Q8Y642	
Q8Y679	
Q8Y680	PS51721,,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain profile;;PS50936,,EngC GTPase domain profile
Q8Y683	
Q8Y692	
Q8Y6C9	
Q8Y6D0	PS50172,,BRCT domain profile;;PS01056,,NAD-dependent DNA ligase signature 2;;PS01055,,NAD-dependent DNA ligase signature 1
Q8Y6E2	
Q8Y6E4	
Q8Y6E6	
Q8Y6J3	
Q8Y6J6	
Q8Y6J7	
Q8Y6K1	
Q8Y6K9	PS00041,,Bacterial regulatory proteins, araC family signature
Q8Y6L1	
Q8Y6M7	PS01127,,Elongation factor Ts signature 2;;PS01126,,Elongation factor Ts signature 1
Q8Y6N7	
Q8Y6P8	
Q8Y6Q0	
Q8Y6R4	
Q8Y6S6	
Q8Y6S8	
Q8Y6T2	
Q8Y6V0	PS01076,,Acetate and butyrate kinases family signature 2;;PS01075,,Acetate and butyrate kinases family signature 1;;PS00430,,TonB-dependent receptor proteins signature 1
Q8Y6V1	
Q8Y6W0	PS00433,,Phosphofructokinase signature
Q8Y6W1	
Q8Y6X5	PS00533,,Porphobilinogen deaminase cofactor-binding site
Q8Y6X9	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q8Y6Y3	
Q8Y6Y9	PS01169,,Ribosomal protein L21 signature
Q8Y701	
Q8Y731	
Q8Y732	
Q8Y735	
Q8Y741	
Q8Y742	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q8Y766	PS00666,,Dihydrodipicolinate synthase signature 2;;PS00665,,Dihydrodipicolinate synthase signature 1
Q8Y786	
Q8Y791	
Q8Y7A5	
Q8Y7B2	
Q8Y7D3	
Q8Y7F1	PS50126,,S1 domain profile;;PS50084,,Type-1 KH domain profile
Q8Y7F6	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS01176,,Initiation factor 2 signature
Q8Y7G7	
Q8Y7H4	
Q8Y7J7	
Q8Y7L0	PS50059,,FKBP-type peptidyl-prolyl cis-trans isomerase domain profile
Q8Y7L1	
Q8Y7L9	
Q8Y7N6	PS01277,,Ribonuclease PH signature
Q8Y7Q2	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q8Y822	PS51553,,GMP synthetase ATP pyrophosphatase (GMPS ATP-PPase) domain profile;;PS51273,,Glutamine amidotransferase type 1 domain profile
Q8Y832	PS01295,,4-diphosphocytidyl-2C-methyl-D-erythritol synthase signature
Q8Y835	
Q8Y837	
Q8Y846	
Q8Y850	
Q8Y862	
Q8Y863	
Q8Y864	
Q8Y8A1	PS00101,,Hexapeptide-repeat containing-transferases signature
Q8Y8D5	
Q8Y8E7	PS01161,,Glucosamine/galactosamine-6-phosphate isomerases signature
Q8Y8E9	
Q8Y8G1	PS00819,,Dps protein family signature 2;;PS00818,,Dps protein family signature 1
Q8Y8K5	
Q8Y8K7	
Q8Y8K9	
Q8Y8N0	PS51195,,DEAD-box RNA helicase Q motif profile;;PS51194,,Superfamilies 1 and 2 helicase C-terminal domain profile;;PS51192,,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile;;PS00039,,DEAD-box subfamily ATP-dependent helicases signature
Q8Y8P0	
Q8Y8W1	
Q8Y8Z7	
Q8Y904	
Q8Y907	
Q8Y912	
Q8Y915	PS51464,,SIS domain profile;;PS51278,,Glutamine amidotransferase type 2 domain profile
Q8Y966	
Q8Y979	
Q8Y9C1	
Q8Y9H0	
Q8Y9H5	
Q8Y9L8	PS00114,,Phosphoribosyl pyrophosphate synthase signature;;PS00103,,Purine/pyrimidine phosphoribosyl transferases signature
Q8Y9N9	
Q8Y9Z6	
Q8YA11	
Q8YA52	
Q8YA67	
Q8YA71	
Q8YA96	
Q8YAA3	
Q8YAA4	PS01199,,Ribosomal protein L1 signature
Q8YAB1	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q8YAC3	
Q8YAC4	
Q8YAC8	
Q8YAD3	PS00430,,TonB-dependent receptor proteins signature 1
Q8YAD5	
Q8YAE0	
Q8YAF6	
Q8YAM0	
Q8YAM2	
Q8YAM8	PS00152,,ATP synthase alpha and beta subunits signature
Q8YAN8	
Q8YAR2	PS00651,,Ribosomal protein L9 signature
Q8YAR9	PS01048,,Ribosomal protein S6 signature
Q8YAT6	
Q8YAU3	
Q8YAW1	
Q8ZVF7	
Q926B4	
Q927L6	PS00056,,Ribosomal protein S17 signature
Q927L9	PS00358,,Ribosomal protein L5 signature
Q928S1	
Q92A74	
Q92AU6	
Q92BP2	
Q92C24	PS00362,,Ribosomal protein S15 signature
Q92C55	
Q92CZ4	
Q92D14	
Q92EP8	PS00995,,Chaperonins TCP-1 signature 3
Q92F34	
Q92F70	
Q92K10	
Q92K54	
Q92KQ7	
Q92KY2	
Q92KZ1	
Q92LB1	
Q92LK7	PS00153,,ATP synthase gamma subunit signature
Q92M12	
Q92M81	
Q92M99	PS00710,,Phosphoglucomutase and phosphomannomutase phosphoserine signature
Q92MD1	
Q92MX0	
Q92NH9	
Q92NQ1	
Q92P76	PS51298,,Zinc import ATP-binding protein znuC family profile;;PS50893,,ATP-binding cassette, ABC transporter-type domain profile;;PS00211,,ABC transporters family signature
Q92PH6	
Q92Q54	PS01127,,Elongation factor Ts signature 2;;PS01126,,Elongation factor Ts signature 1
Q92Q64	
Q92Q74	
Q92QQ3	
Q92QW9	
Q92R51	
Q92R63	
Q92S95	
Q92SA9	
Q92SE4	
Q92SN6	
Q92SW4	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS01176,,Initiation factor 2 signature
Q92SY9	
Q92TA3	
Q92TB0	PS00955,,Imidazoleglycerol-phosphate dehydratase signature 2;;PS00954,,Imidazoleglycerol-phosphate dehydratase signature 1
Q92TC7	PS50980,,Acetyl-coenzyme A (CoA) carboxyltransferase N-terminal domain profile
Q92TD5	
Q92TF2	
Q92TR1	
Q92U49	
Q92UG6	
Q92V36	
Q92V53	
Q92W79	
Q92WA9	
Q92XE7	
Q92Y59	
Q92ZQ4	PS00296,,Chaperonins cpn60 signature
Q92ZS6	
Q92ZY4	
Q930Y6	
Q93FE6	PS00113,,Adenylate kinase signature
Q93IG6	
Q93J44	
Q93KQ6	
Q93RW6	
Q93UM1	
Q97D25	
Q97D48	
Q97D91	
Q97D94	
Q97DB0	
Q97DB2	PS50989,,Acetyl-coenzyme A (CoA) carboxyltransferase C-terminal domain profile
Q97DT0	
Q97EC4	
Q97ED5	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q97EG6	PS01199,,Ribosomal protein L1 signature
Q97EG8	
Q97EG9	PS01166,,RNA polymerases beta chain signature
Q97EH0	
Q97EH3	PS00052,,Ribosomal protein S7 signature
Q97EH4	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q97EH5	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q97EI1	PS00467,,Ribosomal protein L2 signature
Q97EK6	
Q97EM3	
Q97ES0	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q97EU4	
Q97EX5	
Q97F13	
Q97F85	PS00377,,S-adenosylmethionine synthase signature 2;;PS00376,,S-adenosylmethionine synthase signature 1
Q97FM8	
Q97FP8	PS51463,,Glucose-6-phosphate isomerase family profile;;PS00765,,Phosphoglucose isomerase signature 1;;PS00174,,Phosphoglucose isomerase signature 2
Q97FT7	
Q97GJ9	
Q97GK5	PS00938,,Initiation factor 3 signature
Q97GM9	
Q97GN4	
Q97GY6	
Q97HY8	
Q97I34	
Q97I38	PS51831,,HD domain profile;;PS50084,,Type-1 KH domain profile
Q97I46	PS00362,,Ribosomal protein S15 signature
Q97I51	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS01176,,Initiation factor 2 signature
Q97IG3	PS50860,,Alanyl-transfer RNA synthetases family profile
Q97IQ1	
Q97IR8	
Q97J91	PS51855,,MGS-like domain profile
Q97JL7	PS01169,,Ribosomal protein L21 signature
Q97JN1	
Q97K67	
Q97KG0	PS00871,,Chaperonins clpA/B signature 2;;PS00870,,Chaperonins clpA/B signature 1
Q97KK8	
Q97KM5	
Q97L52	PS00164,,Enolase signature
Q97M85	
Q97MD0	
Q97MP5	
Q97TU9	
Q97TV0	
Q97TV2	
Q97TW3	
Q97TY6	
Q97TZ0	
Q97TZ1	
Q97U00	
Q97U07	
Q97U12	
Q97U18	
Q97U20	
Q97U21	PS00059,,Zinc-containing alcohol dehydrogenases signature
Q97U29	
Q97U42	
Q97U46	
Q97U51	
Q97U58	
Q97U72	
Q97U73	
Q97U76	
Q97U78	
Q97U84	
Q97U90	
Q97U96	
Q97U97	
Q97U98	
Q97UA1	PS00687,,Aldehyde dehydrogenases glutamic acid active site;;PS00070,,Aldehyde dehydrogenases cysteine active site
Q97UA2	
Q97UA3	
Q97UA6	
Q97UA9	
Q97UB2	PS00887,,Dihydroxy-acid and 6-phosphogluconate dehydratases signature 2;;PS00886,,Dihydroxy-acid and 6-phosphogluconate dehydratases signature 1
Q97UD7	
Q97UD8	
Q97UE0	
Q97UE2	
Q97UE3	
Q97UF7	
Q97UF8	
Q97UF9	
Q97UG0	
Q97UG3	
Q97UH0	
Q97UH8	
Q97UH9	
Q97UI2	
Q97UI3	
Q97UJ9	
Q97UK0	
Q97UK3	
Q97UK8	
Q97UK9	
Q97UL4	
Q97UL7	
Q97UM6	
Q97UM9	
Q97UP0	
Q97UP3	
Q97UQ5	
Q97UQ6	
Q97UR0	
Q97UR6	
Q97UR7	
Q97US0	
Q97UU4	PS51154,,Macro domain profile
Q97UV0	
Q97UV1	PS51296,,Rieske [2Fe-2S] iron-sulfur domain profile
Q97UW2	
Q97UW8	
Q97UX1	
Q97UX2	
Q97UX8	
Q97UY8	
Q97V06	
Q97V13	
Q97V16	
Q97V18	
Q97V29	
Q97V31	
Q97V41	
Q97V62	
Q97V68	
Q97V73	
Q97V75	
Q97V81	
Q97V87	
Q97V89	
Q97V96	
Q97V98	
Q97V99	
Q97VA3	
Q97VC4	
Q97VC5	
Q97VD3	
Q97VD4	
Q97VD6	
Q97VE6	
Q97VE7	
Q97VF2	
Q97VG5	
Q97VG6	
Q97VH8	
Q97VI0	
Q97VI2	
Q97VJ3	
Q97VJ4	
Q97VK3	
Q97VK4	
Q97VK5	
Q97VK9	
Q97VL0	
Q97VL1	
Q97VL5	
Q97VL8	
Q97VM3	
Q97VM7	
Q97VN6	
Q97VP4	
Q97VP5	
Q97VP7	
Q97VQ9	
Q97VR2	
Q97VS3	
Q97VS4	
Q97VS5	
Q97VT1	
Q97VT2	
Q97VT3	
Q97VT6	
Q97VU1	
Q97VU5	
Q97VU8	
Q97VV1	
Q97VV3	
Q97VV8	
Q97VV9	
Q97VW2	
Q97VW8	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q97VX5	PS50305,,Sirtuin catalytic domain profile
Q97VX8	
Q97VY1	
Q97VY2	PS01244,,Aconitase family signature 2;;PS00450,,Aconitase family signature 1
Q97VZ4	
Q97VZ8	
Q97W06	
Q97W13	
Q97W17	
Q97W23	
Q97W24	
Q97W25	
Q97W32	
Q97W36	PS50991,,Pyruvate carboxyltransferase domain;;PS00816,,Alpha-isopropylmalate and homocitrate synthases signature 2;;PS00815,,Alpha-isopropylmalate and homocitrate synthases signature 1
Q97W41	
Q97W47	
Q97W49	
Q97W59	
Q97W61	
Q97W70	PS00627,,GHMP kinases putative ATP-binding domain
Q97W71	
Q97W78	
Q97W81	
Q97W82	
Q97W83	
Q97W91	
Q97W95	
Q97WA8	
Q97WB3	
Q97WB8	
Q97WD0	
Q97WD5	
Q97WD9	
Q97WE6	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q97WE9	
Q97WG0	
Q97WG1	
Q97WH3	
Q97WH8	
Q97WH9	
Q97WK7	
Q97WK8	
Q97WL2	
Q97WL6	
Q97WL7	
Q97WM2	
Q97WM9	
Q97WN0	
Q97WN7	
Q97WP8	
Q97WQ0	
Q97WQ5	
Q97WR4	
Q97WS5	
Q97WU1	
Q97WU2	
Q97WU6	
Q97WW1	
Q97WW6	
Q97WW9	
Q97WX0	
Q97WX4	
Q97WX8	
Q97WY6	
Q97WZ2	
Q97WZ4	
Q97X09	
Q97X37	
Q97X39	
Q97X44	
Q97X52	
Q97X60	PS50893,,ATP-binding cassette, ABC transporter-type domain profile;;PS00211,,ABC transporters family signature
Q97X67	
Q97X72	
Q97X74	
Q97XA1	
Q97XA5	
Q97XA6	
Q97XA7	
Q97XB1	
Q97XC0	
Q97XC5	
Q97XC6	
Q97XC8	
Q97XD6	
Q97XD7	
Q97XD9	
Q97XE5	
Q97XF6	
Q97XF7	
Q97XG6	
Q97XH2	
Q97XI1	
Q97XI8	
Q97XK4	
Q97XL4	
Q97XM1	
Q97XM2	
Q97XP4	
Q97XP6	
Q97XQ5	
Q97XR3	
Q97XS3	
Q97XS7	
Q97XT1	
Q97XU3	
Q97XW1	PS00933,,FGGY family of carbohydrate kinases signature 1;;PS00445,,FGGY family of carbohydrate kinases signature 2
Q97XW3	
Q97XX0	
Q97XX1	
Q97XY1	
Q97XZ2	
Q97Y06	
Q97Y07	
Q97Y08	
Q97Y09	
Q97Y13	
Q97Y15	
Q97Y36	
Q97Y38	
Q97Y46	
Q97Y47	
Q97Y48	
Q97Y57	
Q97Y68	
Q97Y74	
Q97Y87	
Q97Y93	
Q97Y97	
Q97Y98	
Q97Y99	
Q97YB0	
Q97YB2	
Q97YB3	
Q97YC9	
Q97YD1	
Q97YD4	
Q97YD5	
Q97YD6	
Q97YE7	
Q97YE8	
Q97YE9	
Q97YF2	
Q97YF6	
Q97YG5	
Q97YG8	
Q97YH8	
Q97YH9	
Q97YJ4	
Q97YJ5	
Q97YJ9	PS51851,,KARI C-terminal domain profile;;PS51850,,KARI N-terminal domain profile
Q97YK0	
Q97YK2	
Q97YK8	
Q97YL9	
Q97YM0	
Q97YM2	
Q97YM7	
Q97YN5	
Q97YP0	
Q97YP2	
Q97YP7	
Q97YR3	
Q97YR4	
Q97YS5	
Q97YS7	
Q97YT0	
Q97YU1	
Q97YU5	
Q97YU9	
Q97YW1	
Q97YW4	
Q97YW8	
Q97YW9	
Q97YX0	
Q97YX5	
Q97YY1	
Q97YY2	
Q97YY4	
Q97YZ1	
Q97YZ3	
Q97Z02	
Q97Z09	
Q97Z10	
Q97Z11	
Q97Z17	
Q97Z20	
Q97Z24	
Q97Z26	
Q97Z29	
Q97Z35	
Q97Z40	
Q97Z43	
Q97Z45	
Q97Z53	
Q97Z57	
Q97Z59	
Q97Z79	PS50126,,S1 domain profile
Q97Z82	
Q97Z93	
Q97Z97	PS50853,,Fibronectin type-III domain profile
Q97ZA1	
Q97ZA7	
Q97ZB7	
Q97ZC3	
Q97ZC6	
Q97ZD1	
Q97ZD3	
Q97ZD5	
Q97ZD8	
Q97ZF0	
Q97ZF2	
Q97ZF3	
Q97ZH1	PS50943,,Cro/C1-type HTH domain profile
Q97ZH6	PS01234,,Glutamyl-tRNA(Gln) amidotransferase subunit B signature
Q97ZH9	
Q97ZI0	
Q97ZI3	
Q97ZI7	
Q97ZJ8	
Q97ZK9	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q97ZL5	
Q97ZL6	
Q97ZL7	
Q97ZM3	
Q97ZM5	
Q97ZN2	
Q97ZN6	
Q97ZN9	
Q97ZQ3	
Q97ZR7	
Q97ZS9	
Q97ZT4	
Q97ZT9	PS51238,,Phosphate import ATP-binding protein pstB family profile;;PS50893,,ATP-binding cassette, ABC transporter-type domain profile;;PS00211,,ABC transporters family signature
Q97ZU7	
Q97ZV2	
Q97ZV3	
Q97ZV8	
Q97ZV9	
Q97ZW1	
Q97ZX0	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q97ZX2	PS50860,,Alanyl-transfer RNA synthetases family profile
Q97ZX8	
Q97ZY3	
Q97ZY7	
Q97ZZ1	
Q97ZZ8	PS51192,,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile;;PS50880,,Toprim domain profile
Q97ZZ9	
Q980A0	
Q980A4	
Q980A8	PS00362,,Ribosomal protein S15 signature
Q980B8	
Q980B9	
Q980D1	
Q980D8	
Q980E2	
Q980E7	
Q980F6	
Q980G2	
Q980G7	
Q980G9	
Q980H3	
Q980I2	
Q980I5	PS00885,,EPSP synthase signature 2;;PS00104,,EPSP synthase signature 1
Q980I7	PS00789,,Chorismate synthase signature 3;;PS00788,,Chorismate synthase signature 2;;PS00787,,Chorismate synthase signature 1
Q980J0	
Q980J5	
Q980L1	
Q980L3	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q980L7	PS50890,,PUA domain profile
Q980M3	PS51705,,HflX-type guanine nucleotide-binding (G) domain profile
Q980M9	
Q980N3	
Q980N7	
Q980P7	PS50975,,ATP-grasp fold profile
Q980Q1	
Q980Q4	
Q980R1	
Q980R2	
Q980R6	
Q980S0	
Q980S2	
Q980S7	
Q980T0	
Q980U0	
Q980U1	
Q980U3	
Q980U7	PS00747,,Glutamyl-tRNA reductase signature
Q980U8	PS00841,,XPG protein signature 1
Q980U9	
Q980V2	PS50984,,TRUD domain profile;;PS01268,,Uncharacterized protein family UPF0024 signature
Q980X3	
Q980X4	
Q980X8	
Q980X9	
Q980Y0	
Q980Y4	
Q980Y8	
Q980Z1	
Q980Z6	
Q981A5	
Q981A9	
Q981B2	
Q981B7	
Q981D4	
Q981D6	
Q981E0	
Q981E3	
Q9ADG7	
Q9ADJ6	
Q9ADK0	
Q9ADK2	PS00830,,Prokaryotic transcription elongation factors signature 2;;PS00829,,Prokaryotic transcription elongation factors signature 1
Q9ADP6	
Q9AFI5	PS50935,,Single-strand binding (SSB) domain profile
Q9AGE6	PS00296,,Chaperonins cpn60 signature
Q9AGE7	PS00681,,Chaperonins cpn10 signature
Q9AK59	
Q9CDG1	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q9CDH4	
Q9CDI3	
Q9CDL0	
Q9CDL9	PS00181,,Glutamine synthetase putative ATP-binding region signature;;PS00180,,Glutamine synthetase signature 1
Q9CDN0	PS00057,,Ribosomal protein S18 signature
Q9CDR5	PS01127,,Elongation factor Ts signature 2;;PS01126,,Elongation factor Ts signature 1
Q9CDT0	
Q9CDW4	
Q9CDX0	PS00579,,Ribosomal protein L29 signature
Q9CDY4	PS01167,,Ribosomal protein L17 signature
Q9CE23	
Q9CE47	PS01199,,Ribosomal protein L1 signature
Q9CE78	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q9CED4	
Q9CEF2	
Q9CEF5	PS51178,,PASTA domain profile;;PS50011,,Protein kinase domain profile;;PS00108,,Serine/Threonine protein kinases active-site signature;;PS00107,,Protein kinases ATP-binding region signature
Q9CEH0	PS51482,,DegV domain profile
Q9CEH7	
Q9CEI5	
