Protein	Family,,Description,,Region
Q92MD1	3.90.1200.10,,,,121-315;;2.70.70.10,,Glucose Permease (Domain IIA),,418-549;;3.90.1150.10,,Aspartate Aminotransferase, domain 1,,608-640,908-1005;;3.40.640.10,,Type I PLP-dependent aspartate aminotransferase-like (Major domain),,641-907
Q92MX0	3.30.540.10,,Fructose-1,6-Bisphosphatase, subunit A, domain 1,,2-145;;3.40.190.80,,,,152-257
Q92NH9	3.40.1400.10,,,,1-145
Q92NQ1	1.10.238.120,,Jann4075-like,,1-102
Q92P76	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,6-243
Q92PH6	3.30.300.90,,BolA-like,,3-76
Q92Q54	1.10.8.10,,DNA helicase RuvA subunit, C-terminal domain,,1-55;;3.30.479.20,,Elongation Factor Tu; Chain B, domain 2,,57-157;;3.30.479.20,,Elongation Factor Tu; Chain B, domain 2,,158-205,246-303;;1.10.286.20,,,,206-245
Q92Q64	N/A,,N/A,,N/A
Q92Q74	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,16-258
Q92QQ3	3.30.870.10,,Endonuclease Chain A,,65-265;;3.30.870.10,,Endonuclease Chain A,,304-479
Q92QW9	3.40.30.10,,Glutaredoxin,,2-87;;1.20.1050.10,,,,88-201
Q92R51	N/A,,N/A,,N/A
Q92R63	3.90.1150.10,,Aspartate Aminotransferase, domain 1,,24-46,272-360;;3.40.640.10,,Type I PLP-dependent aspartate aminotransferase-like (Major domain),,47-271
Q92S95	3.40.640.10,,Type I PLP-dependent aspartate aminotransferase-like (Major domain),,6-257;;3.90.1150.10,,Aspartate Aminotransferase, domain 1,,258-394
Q92SA9	3.40.50.10810,,Tandem AAA-ATPase domain,,101-359;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,411-628
Q92SE4	2.60.40.1880,,,,53-189
Q92SN6	3.70.10.10,,,,139-208,249-370;;3.10.150.10,,DNA Polymerase III, subunit A, domain 2,,1-138,209-248
Q92SW4	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,384-558;;2.40.30.10,,Translation factors,,559-677;;3.40.50.10050,,,,683-790;;2.40.30.10,,Translation factors,,791-888
Q92SY9	3.90.1300.10,,Amidase signature (AS) enzymes,,6-450
Q92TA3	2.40.440.10,,L,D-transpeptidase catalytic domain-like,,110-278
Q92TB0	3.30.230.40,,Imidazole glycerol phosphate dehydratase; domain 1,,2-95;;3.30.230.40,,Imidazole glycerol phosphate dehydratase; domain 1,,96-202
Q92TC7	3.90.226.10,,2-enoyl-CoA Hydratase; Chain A, domain 1,,25-287
Q92TD5	N/A,,N/A,,N/A
Q92TF2	N/A,,N/A,,N/A
Q92TR1	3.40.50.1000,,,,5-22,84-224;;1.10.150.240,,Putative phosphatase; domain 2,,23-83
Q92U49	N/A,,N/A,,N/A
Q92UG6	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,1-249
Q92V36	1.10.150.240,,Putative phosphatase; domain 2,,44-103;;3.40.50.1000,,,,30-43,104-210
Q92V53	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,6-274;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,275-533
Q92W79	3.40.50.2300,,,,30-128,267-298;;3.40.50.2300,,,,129-266
Q92WA9	N/A,,N/A,,N/A
Q92XE7	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,1-345;;1.20.1440.130,,,,532-687
Q92Y59	3.30.9.10,,D-Amino Acid Oxidase, subunit A, domain 2,,98-158,234-308;;3.50.50.60,,,,19-97,159-233;;3.30.9.10,,D-Amino Acid Oxidase, subunit A, domain 2,,337-375;;3.50.50.60,,,,376-418
Q92ZQ4	3.30.260.10,,GROEL, domain 2,,138-172,380-410;;3.50.7.10,,GroEL,,173-379;;1.10.560.10,,GROEL, domain 1,,8-137,411-521
Q92ZS6	3.20.20.70,,Aldolase class I,,12-310
Q92ZY4	1.25.40.10,,,,471-710
Q930Y6	3.40.50.2300,,,,3-119
Q93FE6	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-192
Q93IG6	3.30.565.10,,,,480-632
Q93J44	3.40.50.7700,,,,3-173
Q93KQ6	N/A,,N/A,,N/A
Q93RW6	N/A,,N/A,,N/A
Q93UM1	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,7-202;;1.10.8.400,,,,205-258
Q97D25	3.40.605.10,,Aldehyde Dehydrogenase; Chain A, domain 1,,27-259;;3.40.309.10,,Aldehyde Dehydrogenase; Chain A, domain 2,,262-445
Q97D48	3.40.190.10,,Periplasmic binding protein-like II,,55-73,201-302,530-546;;3.90.76.10,,Dipeptide-binding Protein; Domain 1,,74-200;;3.10.105.10,,Dipeptide-binding Protein; Domain 3,,303-529
Q97D91	N/A,,N/A,,N/A
Q97D94	3.40.980.10,,Molybdenum cofactor biosynthesis proteins,,1-171;;3.90.950.20,,CinA-like,,238-409
Q97DB0	3.30.470.130,,,,1-447
Q97DB2	3.90.226.10,,2-enoyl-CoA Hydratase; Chain A, domain 1,,1-270
Q97DT0	3.40.50.1970,,,,1-183;;1.20.1090.10,,Dehydroquinate synthase-like - alpha domain,,184-385
Q97EC4	1.10.1780.10,,Double Clp-N motif,,1-151;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,154-347;;4.10.860.10,,C-terminal UvrC-binding domain of UvrB,,413-471;;1.10.8.60,,,,350-412,472-485;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,493-719;;1.10.8.60,,,,720-813
Q97ED5	3.40.50.800,,Class II aaRS ABD-related,,3-10,460-546;;3.90.960.10,,YbaK/ProRS associated domain,,240-383;;3.30.930.10,,Bira Bifunctional Protein; Domain 2,,11-239,384-459
Q97EG6	3.40.50.790,,,,65-157;;3.30.190.20,,,,18-64,158-223
Q97EG8	1.20.5.710,,Single helix bin,,1-52;;3.30.1390.10,,,,53-123
Q97EG9	3.90.1100.10,,,,18-144;;3.90.1110.10,,,,145-332;;2.40.50.150,,,,801-932;;2.40.50.100,,,,694-769;;2.30.150.10,,,,569-636;;3.90.1110.10,,,,391-421;;3.90.1100.10,,,,422-568,637-693;;2.40.270.10,,,,770-800,933-1018;;2.40.270.10,,,,1021-1060;;3.90.1800.10,,RNA polymerase alpha subunit dimerisation domain,,1070-1122
Q97EH0	3.90.105.30,,,,803-871;;1.10.274.100,,,,482-636;;1.10.132.30,,,,637-752
Q97EH3	1.10.455.10,,Ribosomal Protein S7;,,2-156
Q97EH4	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-290;;2.40.30.10,,Translation factors,,291-413;;3.30.70.870,,Elongation Factor G (Translational Gtpase), domain 3,,430-480;;3.30.70.240,,,,599-669;;3.30.230.10,,,,481-598,670-682
Q97EH5	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-205;;2.40.30.10,,Translation factors,,209-337;;2.40.30.10,,Translation factors,,341-396
Q97EI1	2.40.50.140,,Nucleic acid-binding proteins,,1-114;;2.30.30.30,,,,118-196;;4.10.950.10,,Ribosomal protein L2, domain 3,,197-276
Q97EK6	3.30.1360.10,,,,16-49,171-220;;2.170.120.12,,RNA Polymerase Alpha Subunit; Chain A, domain 2,,50-170;;1.10.150.20,,5' to 3' exonuclease, C-terminal subdomain,,237-314
Q97EM3	1.10.274.10,,Enzyme I of the PEP:sugar phosphotransferase system HPr-binding (sub)domain,,22-145;;3.50.30.10,,Phosphohistidine domains of PEP-utilising enzymes,,5-21,146-232;;3.20.20.60,,Phosphoenolpyruvate-binding domains,,233-539
Q97ES0	3.90.740.10,,Isoleucyl-tRNA Synthetase; Domain 2,,197-389;;3.40.50.620,,HUPs,,15-196,390-614;;1.10.730.10,,Isoleucyl-tRNA Synthetase; Domain 1,,630-818
Q97EU4	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,2-281;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,282-549;;1.10.287.380,,,,550-628
Q97EX5	3.90.550.10,,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A,,1-245;;2.160.10.10,,Hexapeptide repeat proteins,,246-384;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,385-528;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,585-620,701-718;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,621-700,719-724;;3.30.310.50,,Major birch pollen allergen Bet v 1,,733-814
Q97F13	3.30.1360.80,,,,1-158
Q97F85	3.30.300.10,,,,10-100,242-278;;3.30.300.10,,,,101-144,279-382;;3.30.300.10,,,,4-9,145-241
Q97FM8	3.20.20.70,,Aldolase class I,,1-483
Q97FP8	3.40.50.10490,,Glucose-6-phosphate isomerase like protein; domain 1,,45-226;;3.40.50.10490,,Glucose-6-phosphate isomerase like protein; domain 1,,227-418
Q97FT7	3.30.50.30,,,,2-49;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,54-310;;1.10.8.60,,,,311-418
Q97GJ9	2.60.40.1080,,,,153-234;;2.60.40.1080,,,,235-319
Q97GK5	3.10.20.80,,Translation initiation factor IF3, N-terminal domain,,6-80;;3.30.110.10,,Translation Initiation Factor If3,,81-175
Q97GM9	3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,32-183;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,205-322;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,323-450;;3.30.310.50,,Major birch pollen allergen Bet v 1,,468-569
Q97GN4	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,4-200,228-261,299-320;;3.90.25.10,,UDP-galactose 4-epimerase, domain 1,,201-227,262-298,321-328
Q97GY6	3.40.50.970,,,,1-257;;3.40.50.920,,,,258-412;;3.40.920.10,,Pyruvate-ferredoxin oxidoreductase, PFOR, domain III,,415-625;;4.10.780.10,,Pyruvate-ferredoxin Oxidoreductase; domain 4,,626-668;;3.30.70.20,,,,669-785;;3.40.50.970,,,,786-1171
Q97HY8	2.60.40.1240,,,,53-192
Q97I34	3.30.1340.10,,,,1-85
Q97I38	3.30.1370.10,,,,204-298;;1.10.3210.10,,Hypothetical protein af1432,,310-466
Q97I46	N/A,,N/A,,N/A
Q97I51	1.10.10.2480,,,,1-66;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,191-364;;2.40.30.10,,Translation factors,,365-482;;3.40.50.10050,,,,487-594;;2.40.30.10,,Translation factors,,595-692
Q97IG3	3.30.930.10,,Bira Bifunctional Protein; Domain 2,,3-242;;2.40.30.130,,,,464-556;;3.30.54.20,,,,628-681;;3.30.980.10,,Threonyl-trna Synthetase; Chain A, domain 2,,566-627,682-701;;3.10.310.40,,,,768-877
Q97IQ1	3.40.50.10380,,Aminoacid dehydrogenase-like, N-terminal domain. Chain A,,4-260;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,261-543
Q97IR8	3.60.21.10,,,,171-248,382-591
Q97J91	3.40.50.1380,,,,1-197;;3.40.140.20,,,,199-354;;3.40.140.20,,,,367-499
Q97JL7	N/A,,N/A,,N/A
Q97JN1	3.30.420.40,,,,10-143,315-324;;3.90.640.10,,Actin; Chain A, domain 4,,182-256;;3.30.420.40,,,,150-180,257-314
Q97K67	3.30.479.30,,,,55-166
Q97KG0	1.10.1780.10,,Double Clp-N motif,,1-152;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,153-345;;1.10.8.60,,,,346-413,530-554;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,556-771;;1.10.8.60,,,,773-865
Q97KK8	3.30.450.20,,,,103-187;;3.30.450.20,,,,188-280;;1.10.287.130,,,,308-387;;1.10.287.950,,Methyl-accepting chemotaxis protein,,393-666
Q97KM5	3.30.70.1140,,Phospho-2-dehydro-3-deoxyheptonate aldolase; domain 1,,1-76;;3.20.20.70,,Aldolase class I,,77-332
Q97L52	3.30.390.10,,Enolase-like, N-terminal domain,,6-130;;3.20.20.120,,Enolase superfamily,,131-431
Q97M85	N/A,,N/A,,N/A
Q97MD0	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,11-254
Q97MP5	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-243
Q97TU9	N/A,,N/A,,N/A
Q97TV0	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,203-296
Q97TV2	N/A,,N/A,,N/A
Q97TW3	3.30.420.470,,,,13-181
Q97TY6	N/A,,N/A,,N/A
Q97TZ0	3.90.550.10,,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A,,24-250
Q97TZ1	3.10.450.120,,Pre-PUA domain; domain 1,,1-63;;2.30.130.10,,,,67-150
Q97U00	3.10.580.10,,CBS-domain,,28-154
Q97U07	3.30.420.40,,,,4-105,274-285;;3.30.420.40,,,,106-273
Q97U12	3.40.50.12320,,,,225-398;;3.40.630.30,,,,400-605
Q97U18	1.25.40.10,,,,235-337;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,356-647
Q97U20	3.10.580.10,,CBS-domain,,1-133;;3.10.580.10,,CBS-domain,,134-277
Q97U21	3.90.180.10,,Medium-chain alcohol dehydrogenases, catalytic domain,,16-149,333-357;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,150-332
Q97U29	3.40.1190.20,,,,1-313
Q97U42	N/A,,N/A,,N/A
Q97U46	N/A,,N/A,,N/A
Q97U51	N/A,,N/A,,N/A
Q97U58	N/A,,N/A,,N/A
Q97U72	3.50.50.100,,,,1-341
Q97U73	N/A,,N/A,,N/A
Q97U76	1.20.1250.20,,MFS general substrate transporter like domains,,11-417
Q97U78	1.10.540.10,,Butyryl-Coa Dehydrogenase, subunit A, domain 1,,7-120;;2.40.110.10,,Butyryl-CoA Dehydrogenase, subunit A, domain 2,,121-235;;1.20.140.10,,Butyryl-CoA Dehydrogenase, subunit A, domain 3,,236-383
Q97U84	N/A,,N/A,,N/A
Q97U90	3.40.50.10420,,NagB/RpiA/CoA transferase-like,,106-282
Q97U96	3.30.390.10,,Enolase-like, N-terminal domain,,2-120;;3.20.20.120,,Enolase superfamily,,121-362
Q97U97	N/A,,N/A,,N/A
Q97U98	1.20.1250.20,,MFS general substrate transporter like domains,,11-433
Q97UA1	3.40.309.10,,Aldehyde Dehydrogenase; Chain A, domain 2,,253-442;;3.40.605.10,,Aldehyde Dehydrogenase; Chain A, domain 1,,9-252,443-460
Q97UA2	3.40.50.1820,,,,12-302
Q97UA3	N/A,,N/A,,N/A
Q97UA6	N/A,,N/A,,N/A
Q97UA9	3.40.50.150,,Vaccinia Virus protein VP39,,16-195
Q97UB2	3.50.30.80,,,,379-528
Q97UD7	N/A,,N/A,,N/A
Q97UD8	1.20.1250.20,,MFS general substrate transporter like domains,,4-423
Q97UE0	N/A,,N/A,,N/A
Q97UE2	2.10.260.10,,,,1-42
Q97UE3	3.40.50.1010,,5'-nuclease,,1-134
Q97UF7	N/A,,N/A,,N/A
Q97UF8	3.90.245.10,,Inosine-uridine Nucleoside N-ribohydrolase, chain A,,7-122
Q97UF9	3.90.245.10,,Inosine-uridine Nucleoside N-ribohydrolase, chain A,,1-86
Q97UG0	N/A,,N/A,,N/A
Q97UG3	1.10.3720.10,,MetI-like,,67-280
Q97UH0	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,20-149,301-337;;3.30.360.10,,Dihydrodipicolinate Reductase; domain 2,,150-298,338-355
Q97UH8	1.50.10.10,,,,409-726
Q97UH9	N/A,,N/A,,N/A
Q97UI2	3.20.20.70,,Aldolase class I,,1-296
Q97UI3	3.20.20.150,,Divalent-metal-dependent TIM barrel enzymes,,2-188
Q97UJ9	1.20.1560.10,,Putative multidrug export ATP-binding/permease protein like domains,,98-440;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,447-704
Q97UK0	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,3-123;;3.30.360.10,,Dihydrodipicolinate Reductase; domain 2,,124-351
Q97UK3	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,1-132;;3.30.360.10,,Dihydrodipicolinate Reductase; domain 2,,135-394
Q97UK8	3.30.390.10,,Enolase-like, N-terminal domain,,8-98;;3.20.20.120,,Enolase superfamily,,99-122;;3.20.20.120,,Enolase superfamily,,149-400
Q97UK9	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,3-188;;1.10.1040.50,,,,189-383
Q97UL4	N/A,,N/A,,N/A
Q97UL7	N/A,,N/A,,N/A
Q97UM6	3.40.50.10470,,Translation initiation factor eif-2b; domain 2,,154-354;;1.20.120.420,,translation initiation factor eif-2b, domain 1,,52-153
Q97UM9	N/A,,N/A,,N/A
Q97UP0	N/A,,N/A,,N/A
Q97UP3	3.40.50.970,,,,1-176;;3.40.50.1220,,TPP-binding domain,,177-329;;3.40.50.970,,,,341-552
Q97UQ5	N/A,,N/A,,N/A
Q97UQ6	N/A,,N/A,,N/A
Q97UR0	3.30.365.10,,Aldehyde Oxidoreductase; domain 4,,142-169,271-382;;3.30.365.10,,Aldehyde Oxidoreductase; domain 4,,429-519;;3.30.365.10,,Aldehyde Oxidoreductase; domain 4,,408-428;;3.30.365.20,,,,526-684
Q97UR6	N/A,,N/A,,N/A
Q97UR7	N/A,,N/A,,N/A
Q97US0	N/A,,N/A,,N/A
Q97UU4	3.40.220.10,,Leucine Aminopeptidase, subunit E, domain 1,,1-173
Q97UV0	3.50.50.100,,,,1-361
Q97UV1	2.102.10.10,,'Rieske'-like iron-sulphur domains,,1-109
Q97UW2	3.80.30.20,,tm_1862 like domain,,181-384
Q97UW8	3.40.47.10,,,,3-392
Q97UX1	3.40.630.30,,,,1-147
Q97UX2	3.40.50.10380,,Aminoacid dehydrogenase-like, N-terminal domain. Chain A,,2-159;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,160-430
Q97UX8	3.40.50.12780,,,,56-527;;3.30.300.30,,,,529-660
Q97UY8	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-244;;2.40.50.100,,,,245-289;;2.40.50.140,,Nucleic acid-binding proteins,,297-337
Q97V06	1.10.8.60,,,,227-288;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,63-226,289-301;;1.10.8.60,,,,490-565;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,320-489,566-580
Q97V13	3.10.20.740,,,,5-126;;3.30.70.20,,,,127-208;;2.20.25.90,,ADC-like domains,,257-312;;3.40.228.10,,Dimethylsulfoxide Reductase, domain 2,,392-591;;3.40.50.740,,,,319-391,592-780;;2.40.40.20,,,,810-942
Q97V16	3.30.1490.20,,ATP-grasp fold, A domain,,1-176;;3.30.470.20,,ATP-grasp fold, B domain,,177-311
Q97V18	3.50.50.60,,,,1-389
Q97V29	3.30.70.100,,,,6-94
Q97V31	2.102.10.10,,'Rieske'-like iron-sulphur domains,,94-317
Q97V41	3.40.50.1000,,,,42-179
Q97V62	3.40.50.970,,,,3-189;;3.40.50.1220,,TPP-binding domain,,192-343;;3.40.50.970,,,,344-530
Q97V68	N/A,,N/A,,N/A
Q97V73	1.10.540.10,,Butyryl-Coa Dehydrogenase, subunit A, domain 1,,5-129;;2.40.110.10,,Butyryl-CoA Dehydrogenase, subunit A, domain 2,,130-244;;1.20.140.10,,Butyryl-CoA Dehydrogenase, subunit A, domain 3,,245-395
Q97V75	3.30.70.20,,,,54-206
Q97V81	1.50.10.10,,,,213-584
Q97V87	N/A,,N/A,,N/A
Q97V89	1.20.1250.20,,MFS general substrate transporter like domains,,15-188;;1.20.1250.20,,MFS general substrate transporter like domains,,234-422
Q97V96	1.10.3140.10,,4-hydroxybutyryl-coa dehydratase, domain 1,,2-145;;2.40.110.10,,Butyryl-CoA Dehydrogenase, subunit A, domain 2,,146-274;;1.20.140.10,,Butyryl-CoA Dehydrogenase, subunit A, domain 3,,276-478
Q97V98	N/A,,N/A,,N/A
Q97V99	3.40.1050.10,,Beta-carbonic Anhydrase; Chain A,,20-151
Q97VA3	3.40.800.10,,,,1-304
Q97VC4	1.25.40.10,,,,1-96;;1.25.40.10,,,,106-175;;1.25.40.10,,,,176-295
Q97VC5	3.30.1330.10,,,,2-147;;3.90.650.10,,Phosphoribosyl-aminoimidazole Synthetase; Chain A, domain 2,,151-333
Q97VD3	N/A,,N/A,,N/A
Q97VD4	3.40.47.10,,,,1-376
Q97VD6	2.140.10.30,,,,134-232;;3.40.50.1820,,,,346-591
Q97VE6	3.30.450.380,,,,10-238;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,241-514
Q97VE7	N/A,,N/A,,N/A
Q97VF2	1.50.10.10,,,,277-616
Q97VG5	N/A,,N/A,,N/A
Q97VG6	2.102.10.10,,'Rieske'-like iron-sulphur domains,,87-297
Q97VH8	N/A,,N/A,,N/A
Q97VI0	N/A,,N/A,,N/A
Q97VI2	N/A,,N/A,,N/A
Q97VJ3	3.50.50.60,,,,5-118,264-319;;3.50.50.60,,,,119-263
Q97VJ4	3.30.110.40,,SirA-like,,3-77
Q97VK3	1.10.620.20,,Ribonucleotide Reductase, subunit A,,6-244
Q97VK4	N/A,,N/A,,N/A
Q97VK5	3.40.190.10,,Periplasmic binding protein-like II,,31-170,212-367;;3.10.105.10,,Dipeptide-binding Protein; Domain 3,,368-610
Q97VK9	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,28-322
Q97VL0	3.40.30.10,,Glutaredoxin,,1-156
Q97VL1	2.40.10.10,,Trypsin-like serine proteases,,1-95;;2.40.10.10,,Trypsin-like serine proteases,,96-200;;2.30.42.10,,,,201-294
Q97VL5	N/A,,N/A,,N/A
Q97VL8	1.10.510.10,,Transferase(Phosphotransferase) domain 1,,181-303
Q97VM3	3.40.50.150,,Vaccinia Virus protein VP39,,2-236
Q97VM7	N/A,,N/A,,N/A
Q97VN6	N/A,,N/A,,N/A
Q97VP4	N/A,,N/A,,N/A
Q97VP5	2.40.50.580,,,,25-98;;3.40.1350.60,,,,99-235
Q97VP7	N/A,,N/A,,N/A
Q97VQ9	3.10.20.70,,Glutamine synthetase, N-terminal domain,,7-104;;3.30.590.10,,Glutamine synthetase/guanido kinase,,105-428
Q97VR2	3.40.50.200,,,,204-584
Q97VS3	3.90.850.10,,Fumarylacetoacetate hydrolase, domain 2,,2-152
Q97VS4	3.40.50.2000,,Glycogen Phosphorylase B;,,259-441
Q97VS5	3.40.449.10,,Phosphoenolpyruvate Carboxykinase, domain 1,,30-65,88-235;;3.90.228.20,,,,236-295,380-583;;2.170.8.10,,Phosphoenolpyruvate Carboxykinase, domain 2,,66-87,296-379
Q97VT1	3.30.460.10,,Beta Polymerase, domain 2,,1-108
Q97VT2	1.20.1250.20,,MFS general substrate transporter like domains,,4-425
Q97VT3	3.20.20.140,,Metal-dependent hydrolases,,55-362;;2.30.40.10,,Urease, subunit C, domain 1,,16-54,363-399
Q97VT6	3.40.50.12780,,,,18-453;;3.30.300.310,,,,454-558
Q97VU1	3.40.50.1820,,,,1-353
Q97VU5	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,1-191;;1.10.1040.10,,N-(1-d-carboxylethyl)-l-norvaline Dehydrogenase; domain 2,,192-306;;1.10.1040.10,,N-(1-d-carboxylethyl)-l-norvaline Dehydrogenase; domain 2,,311-398;;3.90.226.10,,2-enoyl-CoA Hydratase; Chain A, domain 1,,399-602;;1.10.12.10,,Lyase 2-enoyl-coa Hydratase, Chain  A, domain 2,,604-663
Q97VU8	N/A,,N/A,,N/A
Q97VV1	1.10.357.10,,Tetracycline Repressor, domain 2,,6-195
Q97VV3	1.10.3140.10,,4-hydroxybutyryl-coa dehydratase, domain 1,,1-135;;2.40.110.10,,Butyryl-CoA Dehydrogenase, subunit A, domain 2,,136-262;;1.20.140.10,,Butyryl-CoA Dehydrogenase, subunit A, domain 3,,265-463
Q97VV8	1.20.140.10,,Butyryl-CoA Dehydrogenase, subunit A, domain 3,,171-291
Q97VV9	3.40.47.10,,,,8-133,197-278;;3.40.47.10,,,,134-196,279-392
Q97VW2	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-198
Q97VW8	3.30.930.10,,Bira Bifunctional Protein; Domain 2,,118-430;;3.40.50.800,,Class II aaRS ABD-related,,431-543
Q97VX5	3.30.1600.10,,SIR2/SIRT2 'Small Domain',,30-75,117-165;;3.40.50.1220,,TPP-binding domain,,13-29,76-116,166-236
Q97VX8	1.10.10.10,,""winged helix"" repressor DNA binding domain,,2-95
Q97VY1	3.40.50.620,,HUPs,,2-127;;1.25.40.80,,,,173-256;;1.10.579.10,,DNA Cyclobutane Dipyrimidine Photolyase, subunit A, domain 3,,257-433
Q97VY2	3.30.499.20,,,,6-269;;3.30.499.10,,Aconitase, domain 3,,272-416
Q97VZ4	3.10.310.30,,,,232-290
Q97VZ8	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-235
Q97W06	3.90.180.10,,Medium-chain alcohol dehydrogenases, catalytic domain,,14-142,277-319;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,143-276
Q97W13	3.30.43.10,,Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase, domain 2,,1-53;;3.30.465.10,,,,59-167;;3.30.390.50,,,,173-278
Q97W17	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,105-336;;2.40.30.10,,Translation factors,,344-433;;2.40.30.10,,Translation factors,,434-508
Q97W23	3.40.720.10,,Alkaline Phosphatase, subunit A,,54-385
Q97W24	3.50.50.60,,,,1-114;;3.50.50.60,,,,167-325
Q97W25	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,52-230;;1.10.8.60,,,,231-326;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,332-511;;1.10.8.60,,,,512-603
Q97W32	N/A,,N/A,,N/A
Q97W36	3.20.20.70,,Aldolase class I,,1-242;;1.10.238.260,,,,243-347
Q97W41	N/A,,N/A,,N/A
Q97W47	N/A,,N/A,,N/A
Q97W49	3.40.1190.20,,,,17-270;;3.40.225.10,,L-fuculose-1-phosphate Aldolase,,272-455
Q97W59	N/A,,N/A,,N/A
Q97W61	3.40.47.10,,,,6-126,199-276;;3.40.47.10,,,,127-198,277-390
Q97W70	3.30.230.10,,,,3-166;;3.30.70.890,,,,167-299
Q97W71	2.40.340.10,,MoeA C-terminal domain-like,,334-403;;3.90.105.10,,Molybdopterin biosynthesis moea protein, domain 2,,34-57,149-181;;2.170.190.11,,Molybdopterin biosynthesis moea protein, domain 3.,,58-148;;3.40.980.10,,Molybdenum cofactor biosynthesis proteins,,182-333
Q97W78	3.10.20.30,,,,1-111;;1.10.1060.10,,Fumarate Reductase Iron-sulfur Protein; Chain B, domain 2,,112-246
Q97W81	N/A,,N/A,,N/A
Q97W82	N/A,,N/A,,N/A
Q97W83	3.50.50.60,,,,1-397
Q97W91	3.30.1490.20,,ATP-grasp fold, A domain,,55-119;;3.30.470.80,,,,120-230
Q97W95	3.40.50.2020,,,,4-184
Q97WA8	1.10.10.10,,""winged helix"" repressor DNA binding domain,,22-96
Q97WB3	N/A,,N/A,,N/A
Q97WB8	N/A,,N/A,,N/A
Q97WD0	3.40.50.11220,,,,7-127;;3.40.1390.40,,,,137-213;;3.30.420.180,,Biosynthetic like domain,,214-337
Q97WD5	1.10.510.10,,Transferase(Phosphotransferase) domain 1,,229-545
Q97WD9	3.10.129.10,,Hotdog Thioesterase ,,1-157;;3.10.129.10,,Hotdog Thioesterase ,,166-318
Q97WE6	3.40.50.620,,HUPs,,1-305;;1.20.120.640,,Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases,,306-469
