Protein	ID,,Description
Q5HF42	sac00670,,One carbon pool by folate;;sac01100,,Metabolic pathways;;sac01120,,Microbial metabolism in diverse environments;;sac01200,,Carbon metabolism
Q5HF73	sac00061,,Fatty acid biosynthesis;;sac00620,,Pyruvate metabolism;;sac00640,,Propanoate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01212,,Fatty acid metabolism
Q5HF76	sac00010,,Glycolysis / Gluconeogenesis;;sac00230,,Purine metabolism;;sac00620,,Pyruvate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01230,,Biosynthesis of amino acids
Q5HF90	sac00970,,Aminoacyl-tRNA biosynthesis
Q5HF97	N/A,,N/A
Q5HFA2	sac00860,,Porphyrin and chlorophyll metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments
Q5HFA4	sac00860,,Porphyrin and chlorophyll metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments
Q5HFA8	sac00970,,Aminoacyl-tRNA biosynthesis
Q5HFB9	N/A,,N/A
Q5HFC4	N/A,,N/A
Q5HFC8	sac00230,,Purine metabolism;;sac01100,,Metabolic pathways
Q5HFD7	N/A,,N/A
Q5HFE5	N/A,,N/A
Q5HFE6	N/A,,N/A
Q5HFF2	N/A,,N/A
Q5HFH5	sac03010,,Ribosome
Q5HFI0	sac03018,,RNA degradation
Q5HFI1	N/A,,N/A
Q5HFI7	N/A,,N/A
Q5HFJ5	sac00970,,Aminoacyl-tRNA biosynthesis
Q5HFJ9	N/A,,N/A
Q5HFK3	sac03410,,Base excision repair
Q5HFK9	sac03010,,Ribosome
Q5HFM3	sac00260,,Glycine, serine and threonine metabolism;;sac00630,,Glyoxylate and dicarboxylate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HFM4	sac00260,,Glycine, serine and threonine metabolism;;sac00630,,Glyoxylate and dicarboxylate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HFR2	sac00030,,Pentose phosphate pathway;;sac00480,,Glutathione metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HFS5	N/A,,N/A
Q5HFU2	N/A,,N/A
Q5HFV0	N/A,,N/A
Q5HFV4	sac00230,,Purine metabolism;;sac00240,,Pyrimidine metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics
Q5HFV7	sac00400,,Phenylalanine, tyrosine and tryptophan biosynthesis;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics;;sac01230,,Biosynthesis of amino acids
Q5HFX8	N/A,,N/A
Q5HG06	sac00020,,Citrate cycle (TCA cycle);;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HG07	sac00020,,Citrate cycle (TCA cycle);;sac00310,,Lysine degradation;;sac00380,,Tryptophan metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HG66	sac00561,,Glycerolipid metabolism;;sac00564,,Glycerophospholipid metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites
Q5HG69	sac00020,,Citrate cycle (TCA cycle);;sac00630,,Glyoxylate and dicarboxylate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01210,,2-Oxocarboxylic acid metabolism;;sac01230,,Biosynthesis of amino acids
Q5HG77	sac00030,,Pentose phosphate pathway;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01230,,Biosynthesis of amino acids
Q5HG86	sac00380,,Tryptophan metabolism;;sac00630,,Glyoxylate and dicarboxylate metabolism;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HGC3	sac00220,,Arginine biosynthesis;;sac00250,,Alanine, aspartate and glutamate metabolism;;sac00630,,Glyoxylate and dicarboxylate metabolism;;sac00910,,Nitrogen metabolism;;sac01100,,Metabolic pathways;;sac01120,,Microbial metabolism in diverse environments;;sac01230,,Biosynthesis of amino acids;;sac02020,,Two-component system
Q5HGF7	sac03018,,RNA degradation
Q5HGG2	N/A,,N/A
Q5HGH4	N/A,,N/A
Q5HGH6	sac03010,,Ribosome
Q5HGI6	sac00020,,Citrate cycle (TCA cycle);;sac00640,,Propanoate metabolism;;sac00660,,C5-Branched dibasic acid metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HGI7	sac00020,,Citrate cycle (TCA cycle);;sac00640,,Propanoate metabolism;;sac00660,,C5-Branched dibasic acid metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HGK2	sac00061,,Fatty acid biosynthesis;;sac00780,,Biotin metabolism;;sac01100,,Metabolic pathways;;sac01130,,Biosynthesis of antibiotics;;sac01212,,Fatty acid metabolism
Q5HGK9	sac03010,,Ribosome
Q5HGL4	N/A,,N/A
Q5HGN8	sac00970,,Aminoacyl-tRNA biosynthesis
Q5HGP5	N/A,,N/A
Q5HGP8	sac00471,,D-Glutamine and D-glutamate metabolism;;sac00550,,Peptidoglycan biosynthesis;;sac01100,,Metabolic pathways
Q5HGP9	sac00550,,Peptidoglycan biosynthesis;;sac01100,,Metabolic pathways;;sac01502,,Vancomycin resistance
Q5HGQ5	N/A,,N/A
Q5HGV5	N/A,,N/A
Q5HGY8	sac00010,,Glycolysis / Gluconeogenesis;;sac00020,,Citrate cycle (TCA cycle);;sac00260,,Glycine, serine and threonine metabolism;;sac00280,,Valine, leucine and isoleucine degradation;;sac00310,,Lysine degradation;;sac00380,,Tryptophan metabolism;;sac00620,,Pyruvate metabolism;;sac00630,,Glyoxylate and dicarboxylate metabolism;;sac00640,,Propanoate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HGY9	sac00010,,Glycolysis / Gluconeogenesis;;sac00020,,Citrate cycle (TCA cycle);;sac00620,,Pyruvate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HGZ0	sac00010,,Glycolysis / Gluconeogenesis;;sac00020,,Citrate cycle (TCA cycle);;sac00620,,Pyruvate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HGZ1	sac00010,,Glycolysis / Gluconeogenesis;;sac00020,,Citrate cycle (TCA cycle);;sac00620,,Pyruvate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HH02	N/A,,N/A
Q5HH21	sac00670,,One carbon pool by folate;;sac01100,,Metabolic pathways;;sac01120,,Microbial metabolism in diverse environments;;sac01200,,Carbon metabolism
Q5HH25	sac00190,,Oxidative phosphorylation;;sac01100,,Metabolic pathways
Q5HH38	sac00130,,Ubiquinone and other terpenoid-quinone biosynthesis;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites
Q5HH78	sac00760,,Nicotinate and nicotinamide metabolism;;sac01100,,Metabolic pathways
Q5HH86	N/A,,N/A
Q5HH88	sac00970,,Aminoacyl-tRNA biosynthesis
Q5HHA2	sac00061,,Fatty acid biosynthesis;;sac01100,,Metabolic pathways;;sac01212,,Fatty acid metabolism
Q5HHB0	N/A,,N/A
Q5HHC2	sac00010,,Glycolysis / Gluconeogenesis;;sac00030,,Pentose phosphate pathway;;sac00500,,Starch and sucrose metabolism;;sac00520,,Amino sugar and nucleotide sugar metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism
Q5HHC7	sac00220,,Arginine biosynthesis;;sac00250,,Alanine, aspartate and glutamate metabolism;;sac00430,,Taurine and hypotaurine metabolism;;sac00910,,Nitrogen metabolism;;sac01100,,Metabolic pathways;;sac01120,,Microbial metabolism in diverse environments
Q5HHG0	sac00785,,Lipoic acid metabolism;;sac01100,,Metabolic pathways
Q5HHG4	sac00910,,Nitrogen metabolism
Q5HHH4	N/A,,N/A
Q5HHP1	sac00010,,Glycolysis / Gluconeogenesis;;sac00680,,Methane metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01230,,Biosynthesis of amino acids;;sac03018,,RNA degradation
Q5HHP3	sac00010,,Glycolysis / Gluconeogenesis;;sac00051,,Fructose and mannose metabolism;;sac00562,,Inositol phosphate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01230,,Biosynthesis of amino acids
Q5HHP5	sac00010,,Glycolysis / Gluconeogenesis;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01230,,Biosynthesis of amino acids
Q5HHR0	sac03420,,Nucleotide excision repair
Q5HHR8	N/A,,N/A
Q5HHS7	N/A,,N/A
Q5HHY2	N/A,,N/A
Q5HI51	N/A,,N/A
Q5HI88	sac00430,,Taurine and hypotaurine metabolism;;sac00620,,Pyruvate metabolism;;sac00640,,Propanoate metabolism;;sac00680,,Methane metabolism;;sac01100,,Metabolic pathways;;sac01120,,Microbial metabolism in diverse environments;;sac01200,,Carbon metabolism
Q5HI89	sac00860,,Porphyrin and chlorophyll metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites
Q5HIA5	sac00030,,Pentose phosphate pathway;;sac00680,,Methane metabolism;;sac01100,,Metabolic pathways;;sac01120,,Microbial metabolism in diverse environments;;sac01200,,Carbon metabolism;;sac01230,,Biosynthesis of amino acids
Q5HIC2	N/A,,N/A
Q5HIC7	N/A,,N/A
Q5HIC8	N/A,,N/A
Q5HIC9	sac03010,,Ribosome
Q5HID2	sac03020,,RNA polymerase
Q5HID3	sac03020,,RNA polymerase
Q5HID7	sac03010,,Ribosome
Q5HID8	sac03010,,Ribosome
Q5HIE7	sac00970,,Aminoacyl-tRNA biosynthesis;;sac01100,,Metabolic pathways
Q5HIF2	N/A,,N/A
Q5HIF5	sac00750,,Vitamin B6 metabolism
Q5HIF7	sac00970,,Aminoacyl-tRNA biosynthesis
Q5HIH4	sac03010,,Ribosome
Q5HIH8	N/A,,N/A
Q5HIJ5	sac00240,,Pyrimidine metabolism;;sac01100,,Metabolic pathways
Q5HIJ8	N/A,,N/A
Q5HIQ7	sac00230,,Purine metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites
Q5HIS8	sac03030,,DNA replication;;sac03430,,Mismatch repair;;sac03440,,Homologous recombination
Q5HIT8	sac00270,,Cysteine and methionine metabolism;;sac00450,,Selenocompound metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01230,,Biosynthesis of amino acids
Q5HJ86	N/A,,N/A
Q5HJI0	sac00500,,Starch and sucrose metabolism;;sac02060,,Phosphotransferase system (PTS)
Q5HJM9	sac00030,,Pentose phosphate pathway;;sac00230,,Purine metabolism
Q5HJR8	N/A,,N/A
Q5HJU7	sac05150,,Staphylococcus aureus infection
Q5HJZ0	N/A,,N/A
Q5HJZ6	N/A,,N/A
Q5SH27	ttj00220,,Arginine biosynthesis;;ttj00300,,Lysine biosynthesis;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01210,,2-Oxocarboxylic acid metabolism;;ttj01230,,Biosynthesis of amino acids
Q5SH98	N/A,,N/A
Q5SHB2	ttj03440,,Homologous recombination
Q5SHD1	N/A,,N/A
Q5SHF7	ttj00010,,Glycolysis / Gluconeogenesis;;ttj00030,,Pentose phosphate pathway;;ttj00051,,Fructose and mannose metabolism;;ttj00680,,Methane metabolism;;ttj00710,,Carbon fixation in photosynthetic organisms;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01120,,Microbial metabolism in diverse environments;;ttj01130,,Biosynthesis of antibiotics;;ttj01200,,Carbon metabolism;;ttj01230,,Biosynthesis of amino acids
Q5SHQ9	ttj00230,,Purine metabolism;;ttj00730,,Thiamine metabolism;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01130,,Biosynthesis of antibiotics
Q5SHV2	ttj02010,,ABC transporters
Q5SI56	ttj00260,,Glycine, serine and threonine metabolism;;ttj00460,,Cyanoamino acid metabolism;;ttj00630,,Glyoxylate and dicarboxylate metabolism;;ttj00670,,One carbon pool by folate;;ttj00680,,Methane metabolism;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01120,,Microbial metabolism in diverse environments;;ttj01130,,Biosynthesis of antibiotics;;ttj01200,,Carbon metabolism;;ttj01230,,Biosynthesis of amino acids
Q5SI59	ttj00230,,Purine metabolism;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01130,,Biosynthesis of antibiotics
Q5SI61	ttj00230,,Purine metabolism;;ttj00250,,Alanine, aspartate and glutamate metabolism;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01130,,Biosynthesis of antibiotics
Q5SIE6	N/A,,N/A
Q5SIH4	N/A,,N/A
Q5SIL2	N/A,,N/A
Q5SIY7	ttj00970,,Aminoacyl-tRNA biosynthesis
Q5SJ45	ttj00970,,Aminoacyl-tRNA biosynthesis
Q5SJ72	N/A,,N/A
Q5SJ94	ttj00670,,One carbon pool by folate;;ttj01100,,Metabolic pathways;;ttj01120,,Microbial metabolism in diverse environments;;ttj01200,,Carbon metabolism
Q5SJB8	ttj00240,,Pyrimidine metabolism;;ttj00670,,One carbon pool by folate;;ttj01100,,Metabolic pathways
Q5SJC3	N/A,,N/A
Q5SJE8	ttj00030,,Pentose phosphate pathway;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01120,,Microbial metabolism in diverse environments;;ttj01130,,Biosynthesis of antibiotics;;ttj01200,,Carbon metabolism;;ttj01230,,Biosynthesis of amino acids
Q5SJE9	ttj03018,,RNA degradation
Q5SJP2	ttj00360,,Phenylalanine metabolism;;ttj01120,,Microbial metabolism in diverse environments
Q5SK59	N/A,,N/A
Q5SKC3	N/A,,N/A
Q5SKH7	ttj00230,,Purine metabolism;;ttj00261,,Monobactam biosynthesis;;ttj00450,,Selenocompound metabolism;;ttj00920,,Sulfur metabolism;;ttj01100,,Metabolic pathways;;ttj01120,,Microbial metabolism in diverse environments;;ttj01130,,Biosynthesis of antibiotics
Q5SKH9	N/A,,N/A
Q5SKJ3	N/A,,N/A
Q5SKV1	N/A,,N/A
Q5SKV6	ttj00020,,Citrate cycle (TCA cycle);;ttj00640,,Propanoate metabolism;;ttj00660,,C5-Branched dibasic acid metabolism;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01120,,Microbial metabolism in diverse environments;;ttj01130,,Biosynthesis of antibiotics;;ttj01200,,Carbon metabolism
Q5SKV7	ttj00020,,Citrate cycle (TCA cycle);;ttj00270,,Cysteine and methionine metabolism;;ttj00620,,Pyruvate metabolism;;ttj00630,,Glyoxylate and dicarboxylate metabolism;;ttj00680,,Methane metabolism;;ttj00710,,Carbon fixation in photosynthetic organisms;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01120,,Microbial metabolism in diverse environments;;ttj01130,,Biosynthesis of antibiotics;;ttj01200,,Carbon metabolism
Q5SKV9	ttj00260,,Glycine, serine and threonine metabolism;;ttj00261,,Monobactam biosynthesis;;ttj00270,,Cysteine and methionine metabolism;;ttj00300,,Lysine biosynthesis;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01120,,Microbial metabolism in diverse environments;;ttj01130,,Biosynthesis of antibiotics;;ttj01210,,2-Oxocarboxylic acid metabolism;;ttj01230,,Biosynthesis of amino acids
Q5SKW6	ttj00740,,Riboflavin metabolism;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites
Q5SL35	ttj00240,,Pyrimidine metabolism;;ttj01100,,Metabolic pathways
Q5SL36	ttj00400,,Phenylalanine, tyrosine and tryptophan biosynthesis;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01130,,Biosynthesis of antibiotics;;ttj01230,,Biosynthesis of amino acids
Q5SLE0	ttj00010,,Glycolysis / Gluconeogenesis;;ttj00030,,Pentose phosphate pathway;;ttj00052,,Galactose metabolism;;ttj00230,,Purine metabolism;;ttj00500,,Starch and sucrose metabolism;;ttj00520,,Amino sugar and nucleotide sugar metabolism;;ttj00521,,Streptomycin biosynthesis;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01120,,Microbial metabolism in diverse environments;;ttj01130,,Biosynthesis of antibiotics
Q5SLM2	ttj03018,,RNA degradation
Q5SM04	N/A,,N/A
Q5SM05	N/A,,N/A
Q5SM21	N/A,,N/A
Q5SM27	ttj00010,,Glycolysis / Gluconeogenesis;;ttj00260,,Glycine, serine and threonine metabolism;;ttj00680,,Methane metabolism;;ttj01100,,Metabolic pathways;;ttj01110,,Biosynthesis of secondary metabolites;;ttj01120,,Microbial metabolism in diverse environments;;ttj01130,,Biosynthesis of antibiotics;;ttj01200,,Carbon metabolism;;ttj01230,,Biosynthesis of amino acids
Q5W264	N/A,,N/A
Q6MWW6	N/A,,N/A
Q6MWW7	N/A,,N/A
Q6MWZ4	N/A,,N/A
Q6MWZ8	N/A,,N/A
Q6MX13	mtu00790,,Folate biosynthesis;;mtu01100,,Metabolic pathways;;mtv00790,,Folate biosynthesis;;mtv01100,,Metabolic pathways
Q6MX17	N/A,,N/A
Q6MX28	N/A,,N/A
Q6MX43	N/A,,N/A
Q6N0G2	N/A,,N/A
Q6N0G9	rpa00190,,Oxidative phosphorylation;;rpa01100,,Metabolic pathways;;rpa02020,,Two-component system
Q6N0K2	N/A,,N/A
Q6N0L2	N/A,,N/A
Q6N0T2	N/A,,N/A
Q6N122	N/A,,N/A
Q6N184	N/A,,N/A
Q6N205	rpa02020,,Two-component system
Q6N2W9	N/A,,N/A
Q6N387	rpa02010,,ABC transporters;;rpa02024,,Quorum sensing
Q6N4H8	N/A,,N/A
Q6N4I2	N/A,,N/A
Q6N4Q4	N/A,,N/A
Q6N4Y2	N/A,,N/A
Q6N4Z3	rpa00261,,Monobactam biosynthesis;;rpa00300,,Lysine biosynthesis;;rpa01100,,Metabolic pathways;;rpa01110,,Biosynthesis of secondary metabolites;;rpa01120,,Microbial metabolism in diverse environments;;rpa01130,,Biosynthesis of antibiotics;;rpa01230,,Biosynthesis of amino acids
Q6N5C3	rpa00230,,Purine metabolism;;rpa00240,,Pyrimidine metabolism;;rpa01100,,Metabolic pathways;;rpa01110,,Biosynthesis of secondary metabolites;;rpa01130,,Biosynthesis of antibiotics
Q6N5C6	N/A,,N/A
Q6N5H3	rpa02020,,Two-component system
Q6N5J7	rpa00230,,Purine metabolism;;rpa00240,,Pyrimidine metabolism;;rpa01100,,Metabolic pathways
Q6N5K7	rpa00220,,Arginine biosynthesis;;rpa00250,,Alanine, aspartate and glutamate metabolism;;rpa00630,,Glyoxylate and dicarboxylate metabolism;;rpa00910,,Nitrogen metabolism;;rpa01100,,Metabolic pathways;;rpa01120,,Microbial metabolism in diverse environments;;rpa01230,,Biosynthesis of amino acids;;rpa02020,,Two-component system
Q6N5M1	N/A,,N/A
Q6N5Q2	rpa03010,,Ribosome
Q6N650	rpa03010,,Ribosome
Q6N693	rpa00260,,Glycine, serine and threonine metabolism;;rpa00460,,Cyanoamino acid metabolism;;rpa00630,,Glyoxylate and dicarboxylate metabolism;;rpa00670,,One carbon pool by folate;;rpa00680,,Methane metabolism;;rpa01100,,Metabolic pathways;;rpa01110,,Biosynthesis of secondary metabolites;;rpa01120,,Microbial metabolism in diverse environments;;rpa01130,,Biosynthesis of antibiotics;;rpa01200,,Carbon metabolism;;rpa01230,,Biosynthesis of amino acids
Q6N6B2	N/A,,N/A
Q6N6I8	N/A,,N/A
Q6N6P1	rpa02020,,Two-component system
Q6N6V1	N/A,,N/A
Q6N706	N/A,,N/A
Q6N717	N/A,,N/A
Q6N729	N/A,,N/A
Q6N808	rpa00860,,Porphyrin and chlorophyll metabolism;;rpa01100,,Metabolic pathways
Q6N822	rpa00860,,Porphyrin and chlorophyll metabolism;;rpa01100,,Metabolic pathways;;rpa01110,,Biosynthesis of secondary metabolites;;rpa01120,,Microbial metabolism in diverse environments
Q6N899	N/A,,N/A
Q6N8A6	N/A,,N/A
Q6N938	N/A,,N/A
Q6N973	rpa02020,,Two-component system;;rpa02030,,Bacterial chemotaxis
Q6N9K7	N/A,,N/A
Q6N9L2	rpa00860,,Porphyrin and chlorophyll metabolism;;rpa01100,,Metabolic pathways;;rpa01110,,Biosynthesis of secondary metabolites
Q6N9L5	rpa02020,,Two-component system
Q6N9N5	rpa00860,,Porphyrin and chlorophyll metabolism;;rpa01100,,Metabolic pathways;;rpa01110,,Biosynthesis of secondary metabolites;;rpa01120,,Microbial metabolism in diverse environments
Q6N9P5	N/A,,N/A
Q6N9Q4	rpa00010,,Glycolysis / Gluconeogenesis;;rpa00030,,Pentose phosphate pathway;;rpa00052,,Galactose metabolism;;rpa00230,,Purine metabolism;;rpa00500,,Starch and sucrose metabolism;;rpa00520,,Amino sugar and nucleotide sugar metabolism;;rpa00521,,Streptomycin biosynthesis;;rpa01100,,Metabolic pathways;;rpa01110,,Biosynthesis of secondary metabolites;;rpa01120,,Microbial metabolism in diverse environments;;rpa01130,,Biosynthesis of antibiotics
Q6NAH9	rpa00010,,Glycolysis / Gluconeogenesis;;rpa00620,,Pyruvate metabolism;;rpa01100,,Metabolic pathways;;rpa01110,,Biosynthesis of secondary metabolites;;rpa01120,,Microbial metabolism in diverse environments
Q6NAI0	rpa00010,,Glycolysis / Gluconeogenesis;;rpa00071,,Fatty acid degradation;;rpa00350,,Tyrosine metabolism;;rpa00625,,Chloroalkane and chloroalkene degradation;;rpa00626,,Naphthalene degradation;;rpa01100,,Metabolic pathways;;rpa01110,,Biosynthesis of secondary metabolites;;rpa01120,,Microbial metabolism in diverse environments;;rpa01130,,Biosynthesis of antibiotics;;rpa01220,,Degradation of aromatic compounds
